GlyTouCanAccession	PubChem
G00584KG	GlyTouCan:G00584KG
G00584KG	SID491838327
G00584LL	GlyTouCan:G00584LL
G00584LL	SID491928944
G00586CV	GlyTouCan:G00586CV
G00586CV	SID491838311
G00586TU	GlyTouCan:G00586TU
G00586TU	SID491870463
G00586UK	CID156616801
G00586UK	GlyTouCan:G00586UK
G00586UK	SID445513973
G00588HO	GlyTouCan:G00588HO
G00588HO	SID491870474
G00590OY	CID176511590
G00590OY	GlyTouCan:G00590OY
G00590OY	SID518302001
G00590SY	GlyTouCan:G00590SY
G00590SY	SID518303709
G00591PZ	CID91857883
G00591PZ	GlyTouCan:G00591PZ
G00591PZ	SID252291175
G00594AV	GlyTouCan:G00594AV
G00594AV	SID491838303
G00594CD	CID91855082
G00594CD	GlyTouCan:G00594CD
G00594CD	SID252287829
G00595HP	GlyTouCan:G00595HP
G00595HP	SID491928895
G00598IA	GlyTouCan:G00598IA
G00598IA	SID500104051
G00598SQ	GlyTouCan:G00598SQ
G00598SQ	SID491870494
G00601GS	GlyTouCan:G00601GS
G00601GS	SID491928970
G00601UG	CID50991837
G00601UG	GlyTouCan:G00601UG
G00601UG	SID252276926
G00601VC	CID156618442
G00601VC	GlyTouCan:G00601VC
G00601VC	SID445515936
G00602IR	GlyTouCan:G00602IR
G00602IR	SID500104053
G00606LX	CID71297975
G00606LX	GlyTouCan:G00606LX
G00606LX	SID252287607
G00608BN	GlyTouCan:G00608BN
G00608BN	SID491838313
G00608NG	CID176511591
G00608NG	GlyTouCan:G00608NG
G00608NG	SID518302002
G00610TG	GlyTouCan:G00610TG
G00610TG	SID491928896
G00612GB	GlyTouCan:G00612GB
G00612GB	SID491870557
G00615MZ	GlyTouCan:G00615MZ
G00615MZ	SID491838315
G00618HB	GlyTouCan:G00618HB
G00618HB	SID491928949
G00619DD	CID5288745
G00619DD	GlyTouCan:G00619DD
G00619DD	SID252287034
G00623OI	GlyTouCan:G00623OI
G00623OI	SID491928889
G00624KQ	GlyTouCan:G00624KQ
G00624KQ	SID491838360
G00627DR	CID4138758
G00627DR	GlyTouCan:G00627DR
G00627DR	SID482377941
G00628MV	GlyTouCan:G00628MV
G00628MV	SID491870553
G00629DY	GlyTouCan:G00629DY
G00629DY	SID500104059
G00629YK	GlyTouCan:G00629YK
G00629YK	SID491870590
G00631XZ	CID91858635
G00631XZ	GlyTouCan:G00631XZ
G00631XZ	SID252292078
G00633GI	GlyTouCan:G00633GI
G00633GI	SID491838342
G00633PX	GlyTouCan:G00633PX
G00633PX	SID491870532
G00636QL	GlyTouCan:G00636QL
G00636QL	SID491928951
G00639LM	GlyTouCan:G00639LM
G00639LM	SID500104062
G00641XC	GlyTouCan:G00641XC
G00641XC	SID491870511
G00644FU	GlyTouCan:G00644FU
G00644FU	SID491870513
G00644ZZ	GlyTouCan:G00644ZZ
G00644ZZ	SID491870533
G00645SW	GlyTouCan:G00645SW
G00645SW	SID491870514
G00646SN	CID91859077
G00646SN	GlyTouCan:G00646SN
G00646SN	SID252292609
G00647HI	GlyTouCan:G00647HI
G00647HI	SID491838372
G00647RA	CID91859824
G00647RA	GlyTouCan:G00647RA
G00647RA	SID252293490
G00650AC	GlyTouCan:G00650AC
G00650AC	SID491928606
G00652BK	GlyTouCan:G00652BK
G00652BK	SID491928953
G00653TI	CID146015686
G00653TI	GlyTouCan:G00653TI
G00653TI	SID405038303
G00654GN	GlyTouCan:G00654GN
G00654GN	SID491870516
G00657YY	GlyTouCan:G00657YY
G00657YY	SID491870517
G00659GQ	CID91861388
G00659GQ	GlyTouCan:G00659GQ
G00659GQ	SID252295378
G00660CI	GlyTouCan:G00660CI
G00660CI	SID491928955
G00661RU	GlyTouCan:G00661RU
G00661RU	SID500104066
G00662IB	CID91848936
G00662IB	GlyTouCan:G00662IB
G00662IB	SID252280516
G00662UH	GlyTouCan:G00662UH
G00662UH	SID491870595
G00665JQ	GlyTouCan:G00665JQ
G00665JQ	SID491870551
G00666AK	GlyTouCan:G00666AK
G00666AK	SID491870562
G00666EC	CID91850586
G00666EC	GlyTouCan:G00666EC
G00666EC	SID252282461
G00667DQ	GlyTouCan:G00667DQ
G00667DQ	SID500104069
G00667FG	CID91862816
G00667FG	GlyTouCan:G00667FG
G00667FG	SID252297109
G00667RI	CID91858048
G00667RI	GlyTouCan:G00667RI
G00667RI	SID252291370
G00669WU	GlyTouCan:G00669WU
G00669WU	SID518303711
G00670OT	GlyTouCan:G00670OT
G00670OT	SID491838350
G00672PE	CID70698387
G00672PE	GlyTouCan:G00672PE
G00672PE	SID252285736
G00673KJ	CID91854092
G00673KJ	GlyTouCan:G00673KJ
G00673KJ	SID252286627
G00674IG	GlyTouCan:G00674IG
G00674IG	SID500104073
G00675GF	GlyTouCan:G00675GF
G00675GF	SID491838344
G00677JU	GlyTouCan:G00677JU
G00677JU	SID491870534
G00679VV	GlyTouCan:G00679VV
G00679VV	SID518303713
G00682IE	GlyTouCan:G00682IE
G00682IE	SID491870535
G00683ZX	CID91859238
G00683ZX	GlyTouCan:G00683ZX
G00683ZX	SID252292795
G00688XN	GlyTouCan:G00688XN
G00688XN	SID491838341
G00690SD	GlyTouCan:G00690SD
G00690SD	SID491928891
G00691LW	CID91861747
G00691LW	GlyTouCan:G00691LW
G00691LW	SID252295802
G00691NS	GlyTouCan:G00691NS
G00691NS	SID491838351
G00692HC	GlyTouCan:G00692HC
G00692HC	SID491870519
G00693YK	CID91846568
G00693YK	GlyTouCan:G00693YK
G00693YK	SID252277677
G00695FC	GlyTouCan:G00695FC
G00695FC	SID491870585
G00695JO	CID91862515
G00695JO	GlyTouCan:G00695JO
G00695JO	SID252296740
G00696YZ	GlyTouCan:G00696YZ
G00696YZ	SID491928958
G00702NP	CID91846157
G00702NP	GlyTouCan:G00702NP
G00702NP	SID252277172
G00705GA	GlyTouCan:G00705GA
G00705GA	SID491838339
G00705XW	CID91856538
G00705XW	GlyTouCan:G00705XW
G00705XW	SID252289582
G00706AL	CID91849921
G00706AL	GlyTouCan:G00706AL
G00706AL	SID252281667
G00706QN	CID71297427
G00706QN	GlyTouCan:G00706QN
G00706QN	SID252294164
G00706VT	CID168356474
G00706VT	GlyTouCan:G00706VT
G00706VT	SID482377973
G00706YM	GlyTouCan:G00706YM
G00706YM	SID491838365
G00707RC	GlyTouCan:G00707RC
G00707RC	SID491838366
G00709CF	GlyTouCan:G00709CF
G00709CF	SID491928471
G00709ZM	CID9927988
G00709ZM	GlyTouCan:G00709ZM
G00709ZM	SID252295199
G00711NG	CID146016652
G00711NG	GlyTouCan:G00711NG
G00711NG	SID405039317
G00711RI	GlyTouCan:G00711RI
G00711RI	SID500104080
G00717KJ	GlyTouCan:G00717KJ
G00717KJ	SID491870584
G00721IC	CID176511592
G00721IC	GlyTouCan:G00721IC
G00721IC	SID518302003
G00727QV	GlyTouCan:G00727QV
G00727QV	SID491838381
G00727XI	CID91854786
G00727XI	GlyTouCan:G00727XI
G00727XI	SID252295296
G00728SN	CID91862213
G00728SN	GlyTouCan:G00728SN
G00728SN	SID252296372
G00729QB	CID102148383
G00729QB	GlyTouCan:G00729QB
G00729QB	SID482377980
G00729SA	CID91849935
G00729SA	GlyTouCan:G00729SA
G00729SA	SID252281684
G00735QX	GlyTouCan:G00735QX
G00735QX	SID491838368
G00736XN	CID146016770
G00736XN	GlyTouCan:G00736XN
G00736XN	SID405039440
G00736YF	GlyTouCan:G00736YF
G00736YF	SID491870524
G00738BQ	CID156616957
G00738BQ	GlyTouCan:G00738BQ
G00738BQ	SID445514177
G00740UU	GlyTouCan:G00740UU
G00740UU	SID491928964
G00743WU	CID91849248
G00743WU	GlyTouCan:G00743WU
G00743WU	SID252280881
G00745CN	GlyTouCan:G00745CN
G00745CN	SID491928967
G00745GK	GlyTouCan:G00745GK
G00745GK	SID491870526
G00745RY	GlyTouCan:G00745RY
G00745RY	SID500104090
G00745XU	GlyTouCan:G00745XU
G00745XU	SID521706600
G00747KK	GlyTouCan:G00747KK
G00747KK	SID491929060
G00747UC	GlyTouCan:G00747UC
G00747UC	SID491838346
G00748RT	GlyTouCan:G00748RT
G00748RT	SID521706601
G00754TS	CID146016405
G00754TS	GlyTouCan:G00754TS
G00754TS	SID405039048
G00757LJ	GlyTouCan:G00757LJ
G00757LJ	SID491870529
G00758FQ	GlyTouCan:G00758FQ
G00758FQ	SID491929061
G00760ZJ	CID91861377
G00760ZJ	GlyTouCan:G00760ZJ
G00760ZJ	SID252295366
G00761MZ	GlyTouCan:G00761MZ
G00761MZ	SID491929040
G00761OX	GlyTouCan:G00761OX
G00761OX	SID491838347
G00761PI	GlyTouCan:G00761PI
G00761PI	SID500104092
G00761TV	GlyTouCan:G00761TV
G00761TV	SID491870539
G00763JM	GlyTouCan:G00763JM
G00763JM	SID491870540
G00767OE	CID91828220
G00767OE	GlyTouCan:G00767OE
G00767OE	SID252279635
G00769YD	CID171121824
G00769YD	GlyTouCan:G00769YD
G00769YD	SID491820264
G00771KB	GlyTouCan:G00771KB
G00771KB	SID518303714
G00774OZ	GlyTouCan:G00774OZ
G00774OZ	SID491870547
G00774WE	GlyTouCan:G00774WE
G00774WE	SID491870541
G00776MW	GlyTouCan:G00776MW
G00776MW	SID491870577
G00776WM	GlyTouCan:G00776WM
G00776WM	SID518303715
G00780PN	GlyTouCan:G00780PN
G00780PN	SID491838415
G00783BQ	GlyTouCan:G00783BQ
G00783BQ	SID500104100
G00783PW	GlyTouCan:G00783PW
G00783PW	SID491838390
G00784PW	GlyTouCan:G00784PW
G00784PW	SID491870581
G00786XQ	GlyTouCan:G00786XQ
G00786XQ	SID491838386
G00787AF	GlyTouCan:G00787AF
G00787AF	SID491929065
G00787XJ	GlyTouCan:G00787XJ
G00787XJ	SID500104101
G00788HS	GlyTouCan:G00788HS
G00788HS	SID491929066
G00789BB	GlyTouCan:G00789BB
G00789BB	SID491929042
G00789VI	GlyTouCan:G00789VI
G00789VI	SID491929053
G00794UV	GlyTouCan:G00794UV
G00794UV	SID491870653
G00797ZX	CID91850549
G00797ZX	GlyTouCan:G00797ZX
G00797ZX	SID252282412
G00798PL	GlyTouCan:G00798PL
G00798PL	SID491838400
G00800WJ	GlyTouCan:G00800WJ
G00800WJ	SID491870658
G00802AJ	GlyTouCan:G00802AJ
G00802AJ	SID491929043
G00802LO	GlyTouCan:G00802LO
G00802LO	SID521706602
G00802PL	GlyTouCan:G00802PL
G00802PL	SID500104104
G00803PJ	GlyTouCan:G00803PJ
G00803PJ	SID491870639
G00803TF	GlyTouCan:G00803TF
G00803TF	SID491929068
G00805TZ	CID91854789
G00805TZ	GlyTouCan:G00805TZ
G00805TZ	SID252287476
G00805ZW	GlyTouCan:G00805ZW
G00805ZW	SID491870655
G00810PC	GlyTouCan:G00810PC
G00810PC	SID491838406
G00810WO	GlyTouCan:G00810WO
G00810WO	SID491929070
G00814BW	GlyTouCan:G00814BW
G00814BW	SID491870660
G00814DL	CID5123418
G00814DL	GlyTouCan:G00814DL
G00814DL	SID482378029
G00817BI	CID156614947
G00817BI	GlyTouCan:G00817BI
G00817BI	SID445510818
G00821AQ	GlyTouCan:G00821AQ
G00821AQ	SID491929044
G00821JS	GlyTouCan:G00821JS
G00821JS	SID500104107
G00822CX	GlyTouCan:G00822CX
G00822CX	SID491838421
G00824LK	GlyTouCan:G00824LK
G00824LK	SID491870651
G00825HN	GlyTouCan:G00825HN
G00825HN	SID491838422
G00826QI	GlyTouCan:G00826QI
G00826QI	SID500104110
G00826SV	CID91856851
G00826SV	GlyTouCan:G00826SV
G00826SV	SID252289944
G00828CZ	GlyTouCan:G00828CZ
G00828CZ	SID491929071
G00828QE	GlyTouCan:G00828QE
G00828QE	SID491870630
G00829OB	GlyTouCan:G00829OB
G00829OB	SID491838408
G00830CM	GlyTouCan:G00830CM
G00830CM	SID491870617
G00835TJ	GlyTouCan:G00835TJ
G00835TJ	SID491838387
G00839XF	GlyTouCan:G00839XF
G00839XF	SID491870621
G00841YH	GlyTouCan:G00841YH
G00841YH	SID491870643
G00842OY	GlyTouCan:G00842OY
G00842OY	SID491838388
G00845KS	CID156616463
G00845KS	GlyTouCan:G00845KS
G00845KS	SID445513488
G00849VB	GlyTouCan:G00849VB
G00849VB	SID500104115
G00850LT	CID91861957
G00850LT	GlyTouCan:G00850LT
G00850LT	SID252296053
G00851XQ	CID91858948
G00851XQ	GlyTouCan:G00851XQ
G00851XQ	SID252292457
G00852XI	GlyTouCan:G00852XI
G00852XI	SID491870636
G00855BY	CID177784063
G00855BY	GlyTouCan:G00855BY
G00855BY	SID521706603
G00862ZV	GlyTouCan:G00862ZV
G00862ZV	SID500104121
G00864TV	GlyTouCan:G00864TV
G00864TV	SID491928607
G00866EV	GlyTouCan:G00866EV
G00866EV	SID491870625
G00867FL	GlyTouCan:G00867FL
G00867FL	SID500104124
G00868ZN	GlyTouCan:G00868ZN
G00868ZN	SID491838392
G00868ZT	GlyTouCan:G00868ZT
G00868ZT	SID491838393
G00872ZT	GlyTouCan:G00872ZT
G00872ZT	SID491929079
G00874FC	GlyTouCan:G00874FC
G00874FC	SID491929080
G00874QE	GlyTouCan:G00874QE
G00874QE	SID500104127
G00875VP	GlyTouCan:G00875VP
G00875VP	SID491870631
G00876GU	CID91857250
G00876GU	GlyTouCan:G00876GU
G00876GU	SID252290416
G00883DO	CID91854929
G00883DO	GlyTouCan:G00883DO
G00883DO	SID252287646
G00883PZ	GlyTouCan:G00883PZ
G00883PZ	SID491929045
G00883ZT	GlyTouCan:G00883ZT
G00883ZT	SID491838394
G00884ZO	CID171121833
G00884ZO	GlyTouCan:G00884ZO
G00884ZO	SID491820286
G00886GB	GlyTouCan:G00886GB
G00886GB	SID491838411
G00887EN	CID156614589
G00887EN	GlyTouCan:G00887EN
G00887EN	SID445510450
G00888JR	CID91857638
G00888JR	GlyTouCan:G00888JR
G00888JR	SID252290882
G00891GP	CID91857394
G00891GP	GlyTouCan:G00891GP
G00891GP	SID252290586
G00891MP	CID5288768
G00891MP	GlyTouCan:G00891MP
G00891MP	SID252284954
G00893FE	GlyTouCan:G00893FE
G00893FE	SID491838389
G00895EF	GlyTouCan:G00895EF
G00895EF	SID491929082
G00895OR	GlyTouCan:G00895OR
G00895OR	SID491870638
G00897BY	GlyTouCan:G00897BY
G00897BY	SID491870628
G00898BN	GlyTouCan:G00898BN
G00898BN	SID491870708
G00898WV	GlyTouCan:G00898WV
G00898WV	SID491870723
G00899CT	CID91861078
G00899CT	GlyTouCan:G00899CT
G00899CT	SID252295015
G00899LR	GlyTouCan:G00899LR
G00899LR	SID491838413
G00900AZ	GlyTouCan:G00900AZ
G00900AZ	SID491838397
G00901NZ	CID71298319
G00901NZ	GlyTouCan:G00901NZ
G00901NZ	SID252284991
G00901TI	GlyTouCan:G00901TI
G00901TI	SID500104135
G00902WJ	GlyTouCan:G00902WJ
G00902WJ	SID491870672
G00903RX	CID70678565
G00903RX	GlyTouCan:G00903RX
G00903RX	SID445511569
G00906HD	GlyTouCan:G00906HD
G00906HD	SID491870673
G00907IC	GlyTouCan:G00907IC
G00907IC	SID491929084
G00908JO	GlyTouCan:G00908JO
G00908JO	SID491838402
G00909GK	CID91859438
G00909GK	GlyTouCan:G00909GK
G00909GK	SID252293032
G00909PI	CID156614737
G00909PI	GlyTouCan:G00909PI
G00909PI	SID445510602
G00910MI	GlyTouCan:G00910MI
G00910MI	SID500104137
G00910WD	CID91850737
G00910WD	GlyTouCan:G00910WD
G00910WD	SID252282637
G00912UN	GlyTouCan:G00912UN
G00912UN	SID491870729
G00915DI	CID91846949
G00915DI	GlyTouCan:G00915DI
G00915DI	SID252278122
G00915XC	GlyTouCan:G00915XC
G00915XC	SID491838414
G00915ZN	GlyTouCan:G00915ZN
G00915ZN	SID500104141
G00917AF	GlyTouCan:G00917AF
G00917AF	SID491870713
G00917IM	GlyTouCan:G00917IM
G00917IM	SID491929086
G00923KH	GlyTouCan:G00923KH
G00923KH	SID491838399
G00924FH	CID154573693
G00924FH	GlyTouCan:G00924FH
G00924FH	SID445510223
G00925PQ	CID91858495
G00925PQ	GlyTouCan:G00925PQ
G00925PQ	SID252291905
G00927ER	GlyTouCan:G00927ER
G00927ER	SID491870726
G00932UQ	GlyTouCan:G00932UQ
G00932UQ	SID491929089
G00936LV	CID91855345
G00936LV	GlyTouCan:G00936LV
G00936LV	SID252288142
G00936NZ	GlyTouCan:G00936NZ
G00936NZ	SID491870752
G00940GV	GlyTouCan:G00940GV
G00940GV	SID500104148
G00940RO	GlyTouCan:G00940RO
G00940RO	SID491870737
G00943OF	CID176511595
G00943OF	GlyTouCan:G00943OF
G00943OF	SID518302006
G00944OL	CID91858522
G00944OL	GlyTouCan:G00944OL
G00944OL	SID252291936
G00945TF	GlyTouCan:G00945TF
G00945TF	SID491870758
G00948WV	CID156618874
G00948WV	GlyTouCan:G00948WV
G00948WV	SID445516413
G00950FJ	GlyTouCan:G00950FJ
G00950FJ	SID491870676
G00951UF	CID91862036
G00951UF	GlyTouCan:G00951UF
G00951UF	SID252296151
G00952LS	GlyTouCan:G00952LS
G00952LS	SID491929090
G00955WX	GlyTouCan:G00955WX
G00955WX	SID491870749
G00960PA	GlyTouCan:G00960PA
G00960PA	SID500104151
G00964NL	GlyTouCan:G00964NL
G00964NL	SID518303718
G00964XE	GlyTouCan:G00964XE
G00964XE	SID491838467
G00966RI	CID71297817
G00966RI	GlyTouCan:G00966RI
G00966RI	SID252287754
G00967VH	GlyTouCan:G00967VH
G00967VH	SID491929093
G00969CV	GlyTouCan:G00969CV
G00969CV	SID491870678
G00970CP	GlyTouCan:G00970CP
G00970CP	SID491870744
G00970XH	GlyTouCan:G00970XH
G00970XH	SID491838457
G00972DY	CID91860231
G00972DY	GlyTouCan:G00972DY
G00972DY	SID252293980
G00974IQ	GlyTouCan:G00974IQ
G00974IQ	SID500104158
G00974QS	GlyTouCan:G00974QS
G00974QS	SID491929048
G00975ZH	GlyTouCan:G00975ZH
G00975ZH	SID491870679
G00977CB	CID56625777
G00977CB	GlyTouCan:G00977CB
G00977CB	SID252283795
G00978GW	CID146015417
G00978GW	GlyTouCan:G00978GW
G00978GW	SID405038028
G00978TF	GlyTouCan:G00978TF
G00978TF	SID491838446
G00979HB	GlyTouCan:G00979HB
G00979HB	SID491929049
G00979MH	GlyTouCan:G00979MH
G00979MH	SID500104159
G00979XR	CID91859439
G00979XR	GlyTouCan:G00979XR
G00979XR	SID252293033
G00980BE	GlyTouCan:G00980BE
G00980BE	SID491929095
G00980BQ	GlyTouCan:G00980BQ
G00980BQ	SID491870724
G00982CE	GlyTouCan:G00982CE
G00982CE	SID491870760
G00982QD	CID91861614
G00982QD	GlyTouCan:G00982QD
G00982QD	SID252295647
G00983HB	GlyTouCan:G00983HB
G00983HB	SID491870732
G00986YT	CID91854930
G00986YT	GlyTouCan:G00986YT
G00986YT	SID252287647
G00987AB	GlyTouCan:G00987AB
G00987AB	SID491870694
G00987AH	GlyTouCan:G00987AH
G00987AH	SID491870710
G00987BN	GlyTouCan:G00987BN
G00987BN	SID500104161
G00987FH	GlyTouCan:G00987FH
G00987FH	SID500104162
G00992PS	GlyTouCan:G00992PS
G00992PS	SID491870695
G00994CC	GlyTouCan:G00994CC
G00994CC	SID491870736
G00995GM	GlyTouCan:G00995GM
G00995GM	SID491870722
G00995HW	CID91856407
G00995HW	GlyTouCan:G00995HW
G00995HW	SID252289420
G00996DG	GlyTouCan:G00996DG
G00996DG	SID491870735
G00996YC	GlyTouCan:G00996YC
G00996YC	SID491838439
G00997BI	GlyTouCan:G00997BI
G00997BI	SID491838440
G00997UP	CID91850712
G00997UP	GlyTouCan:G00997UP
G00997UP	SID252282607
G00998NI	CID71297666
G00998NI	GlyTouCan:G00998NI
G00998NI	SID252291679
G00999KC	GlyTouCan:G00999KC
G00999KC	SID521706605
G01001RL	CID91860641
G01001RL	GlyTouCan:G01001RL
G01001RL	SID252294488
G01002UX	GlyTouCan:G01002UX
G01002UX	SID491929105
G01004EH	GlyTouCan:G01004EH
G01004EH	SID500104165
G01004TH	GlyTouCan:G01004TH
G01004TH	SID500104166
G01007QU	CID870
G01007QU	GlyTouCan:G01007QU
G01007QU	SID482378092
G01010HI	GlyTouCan:G01010HI
G01010HI	SID491870702
G01012GL	GlyTouCan:G01012GL
G01012GL	SID491929050
G01012JB	GlyTouCan:G01012JB
G01012JB	SID491928608
G01014QJ	GlyTouCan:G01014QJ
G01014QJ	SID500104169
G01019HS	GlyTouCan:G01019HS
G01019HS	SID518303719
G01023RC	GlyTouCan:G01023RC
G01023RC	SID491929054
G01025ER	GlyTouCan:G01025ER
G01025ER	SID500104173
G01028CW	GlyTouCan:G01028CW
G01028CW	SID491838448
G01028VL	GlyTouCan:G01028VL
G01028VL	SID491870733
G01029QW	GlyTouCan:G01029QW
G01029QW	SID500104175
G01031EZ	GlyTouCan:G01031EZ
G01031EZ	SID491838442
G01033BK	GlyTouCan:G01033BK
G01033BK	SID491838479
G01034MJ	CID91860157
G01034MJ	GlyTouCan:G01034MJ
G01034MJ	SID252293889
G01040ZV	GlyTouCan:G01040ZV
G01040ZV	SID491838450
G01041FI	GlyTouCan:G01041FI
G01041FI	SID500104178
G01044XE	CID171121843
G01044XE	GlyTouCan:G01044XE
G01044XE	SID491820316
G01044ZK	GlyTouCan:G01044ZK
G01044ZK	SID491870685
G01047YJ	GlyTouCan:G01047YJ
G01047YJ	SID491870714
G01050GH	GlyTouCan:G01050GH
G01050GH	SID491929051
G01050MH	GlyTouCan:G01050MH
G01050MH	SID491838484
G01051RR	GlyTouCan:G01051RR
G01051RR	SID500104183
G01055IS	CID21606998
G01055IS	GlyTouCan:G01055IS
G01055IS	SID482378112
G01055WR	CID441427
G01055WR	GlyTouCan:G01055WR
G01055WR	SID252284013
G01056RH	CID156617481
G01056RH	GlyTouCan:G01056RH
G01056RH	SID445514790
G01056SL	GlyTouCan:G01056SL
G01056SL	SID500104186
G01063DC	GlyTouCan:G01063DC
G01063DC	SID491929181
G01069AK	CID91855114
G01069AK	GlyTouCan:G01069AK
G01069AK	SID252287867
G01069CZ	GlyTouCan:G01069CZ
G01069CZ	SID491870721
G01074AN	GlyTouCan:G01074AN
G01074AN	SID491929182
G01077MG	GlyTouCan:G01077MG
G01077MG	SID491929190
G01077MO	GlyTouCan:G01077MO
G01077MO	SID491838458
G01079BO	GlyTouCan:G01079BO
G01079BO	SID491870691
G01079KY	GlyTouCan:G01079KY
G01079KY	SID491870750
G01079TS	CID168356544
G01079TS	GlyTouCan:G01079TS
G01079TS	SID482378122
G01084BX	GlyTouCan:G01084BX
G01084BX	SID518303721
G01087FD	GlyTouCan:G01087FD
G01087FD	SID491870755
G01092NQ	GlyTouCan:G01092NQ
G01092NQ	SID491929191
G01093GI	GlyTouCan:G01093GI
G01093GI	SID521706606
G01096QY	GlyTouCan:G01096QY
G01096QY	SID491838444
G01097FM	CID171121845
G01097FM	GlyTouCan:G01097FM
G01097FM	SID491820329
G01100DE	GlyTouCan:G01100DE
G01100DE	SID491928423
G01102IM	GlyTouCan:G01102IM
G01102IM	SID491870707
G01102LZ	GlyTouCan:G01102LZ
G01102LZ	SID518303723
G01107YB	GlyTouCan:G01107YB
G01107YB	SID491838454
G01111PL	GlyTouCan:G01111PL
G01111PL	SID491929195
G01113QL	GlyTouCan:G01113QL
G01113QL	SID518303725
G01115VC	GlyTouCan:G01115VC
G01115VC	SID491870698
G01116MS	CID146016875
G01116MS	GlyTouCan:G01116MS
G01116MS	SID405039548
G01120GS	GlyTouCan:G01120GS
G01120GS	SID491870804
G01122JH	GlyTouCan:G01122JH
G01122JH	SID500104201
G01123UL	GlyTouCan:G01123UL
G01123UL	SID491838445
G01125EE	GlyTouCan:G01125EE
G01125EE	SID518303726
G01130QM	GlyTouCan:G01130QM
G01130QM	SID491870805
G01131OO	CID156618352
G01131OO	GlyTouCan:G01131OO
G01131OO	SID445515840
G01132FQ	CID53477669
G01132FQ	GlyTouCan:G01132FQ
G01132FQ	SID252289513
G01134UQ	GlyTouCan:G01134UQ
G01134UQ	SID491870827
G01139KZ	CID91862906
G01139KZ	GlyTouCan:G01139KZ
G01139KZ	SID252297224
G01140NK	GlyTouCan:G01140NK
G01140NK	SID491929199
G01141WK	CID91853133
G01141WK	GlyTouCan:G01141WK
G01141WK	SID252285485
G01144AC	GlyTouCan:G01144AC
G01144AC	SID491929200
G01148IL	CID156615695
G01148IL	GlyTouCan:G01148IL
G01148IL	SID445512508
G01151MF	GlyTouCan:G01151MF
G01151MF	SID491870786
G01155GN	GlyTouCan:G01155GN
G01155GN	SID491838517
G01155JM	GlyTouCan:G01155JM
G01155JM	SID491870815
G01158PQ	GlyTouCan:G01158PQ
G01158PQ	SID491838499
G01160VV	GlyTouCan:G01160VV
G01160VV	SID491870812
G01163CA	GlyTouCan:G01163CA
G01163CA	SID521706607
G01164GG	GlyTouCan:G01164GG
G01164GG	SID491929204
G01169EW	CID71297677
G01169EW	GlyTouCan:G01169EW
G01169EW	SID252282149
G01169IB	GlyTouCan:G01169IB
G01169IB	SID491838500
G01176OG	GlyTouCan:G01176OG
G01176OG	SID491870824
G01177WS	GlyTouCan:G01177WS
G01177WS	SID500104212
G01178HS	GlyTouCan:G01178HS
G01178HS	SID491870836
G01179OJ	GlyTouCan:G01179OJ
G01179OJ	SID491870787
G01180ZJ	GlyTouCan:G01180ZJ
G01180ZJ	SID491838514
G01181PE	GlyTouCan:G01181PE
G01181PE	SID500104213
G01181WH	GlyTouCan:G01181WH
G01181WH	SID491870801
G01182BO	GlyTouCan:G01182BO
G01182BO	SID491870788
G01186OB	GlyTouCan:G01186OB
G01186OB	SID491838531
G01187XC	CID11813424
G01187XC	GlyTouCan:G01187XC
G01187XC	SID252292047
G01188EJ	CID91852938
G01188EJ	GlyTouCan:G01188EJ
G01188EJ	SID252285263
G01190ZZ	GlyTouCan:G01190ZZ
G01190ZZ	SID491870810
G01191NN	CID91859888
G01191NN	GlyTouCan:G01191NN
G01191NN	SID252293568
G01194JA	GlyTouCan:G01194JA
G01194JA	SID491870814
G01197SX	GlyTouCan:G01197SX
G01197SX	SID491870823
G01200BW	CID91858574
G01200BW	GlyTouCan:G01200BW
G01200BW	SID252291990
G01202UA	GlyTouCan:G01202UA
G01202UA	SID491870793
G01203BZ	CID91854665
G01203BZ	GlyTouCan:G01203BZ
G01203BZ	SID252287322
G01208GZ	GlyTouCan:G01208GZ
G01208GZ	SID491838509
G01208OM	CID175960858
G01208OM	GlyTouCan:G01208OM
G01208OM	SID518302008
G01210SE	CID168356577
G01210SE	GlyTouCan:G01210SE
G01210SE	SID482378175
G01212DF	GlyTouCan:G01212DF
G01212DF	SID491870794
G01214PG	GlyTouCan:G01214PG
G01214PG	SID500104223
G01218JA	CID168356579
G01218JA	GlyTouCan:G01218JA
G01218JA	SID482378180
G01220PX	CID91848286
G01220PX	GlyTouCan:G01220PX
G01220PX	SID252279751
G01221DA	GlyTouCan:G01221DA
G01221DA	SID491838502
G01223AA	GlyTouCan:G01223AA
G01223AA	SID491838510
G01223IC	CID156617747
G01223IC	GlyTouCan:G01223IC
G01223IC	SID445515060
G01231VF	GlyTouCan:G01231VF
G01231VF	SID491870798
G01232PN	GlyTouCan:G01232PN
G01232PN	SID491870799
G01233BF	GlyTouCan:G01233BF
G01233BF	SID491870802
G01233YR	GlyTouCan:G01233YR
G01233YR	SID491838519
G01234YY	GlyTouCan:G01234YY
G01234YY	SID500104228
G01236CM	GlyTouCan:G01236CM
G01236CM	SID500104229
G01237HZ	CID146015878
G01237HZ	GlyTouCan:G01237HZ
G01237HZ	SID405038504
G01238RB	GlyTouCan:G01238RB
G01238RB	SID491838520
G01239JD	GlyTouCan:G01239JD
G01239JD	SID491870846
G01243KR	CID146017234
