GlyTouCanAccession	Image-Size	Image-Notation	Image-Style	Image-Format
G12914KV	2073	snfg	extended	png
G12914KV	11132	snfg	extended	svg
G12914TG	2448	snfg	extended	png
G12914TG	9662	snfg	extended	svg
G12916RQ	927	snfg	extended	png
G12916RQ	4206	snfg	extended	svg
G12920QL	5183	snfg	extended	png
G12920QL	21244	snfg	extended	svg
G12920XI	3936	snfg	extended	png
G12920XI	19369	snfg	extended	svg
G12921EN	1496	snfg	extended	png
G12921EN	9340	snfg	extended	svg
G12924BF	3790	snfg	extended	png
G12924BF	16198	snfg	extended	svg
G12925HU	6159	snfg	extended	png
G12925HU	27822	snfg	extended	svg
G12932IO	3840	snfg	extended	png
G12932IO	19350	snfg	extended	svg
G12932QT	5698	snfg	extended	png
G12932QT	24649	snfg	extended	svg
G12938HK	1736	snfg	extended	png
G12938HK	5890	snfg	extended	svg
G12940VF	4205	snfg	extended	png
G12940VF	18433	snfg	extended	svg
G12942NE	1649	snfg	extended	png
G12942NE	6609	snfg	extended	svg
G12942ZN	1818	snfg	extended	png
G12942ZN	7561	snfg	extended	svg
G12944WQ	1623	snfg	extended	png
G12944WQ	9659	snfg	extended	svg
G12944ZB	2134	snfg	extended	png
G12944ZB	10887	snfg	extended	svg
G12945UV	1258	snfg	extended	png
G12945UV	7711	snfg	extended	svg
G12951CM	1553	snfg	extended	png
G12951CM	7655	snfg	extended	svg
G12951NT	4472	snfg	extended	png
G12951NT	21000	snfg	extended	svg
G12953IP	4093	snfg	extended	png
G12953IP	17805	snfg	extended	svg
G12956VH	1443	snfg	extended	png
G12956VH	6010	snfg	extended	svg
G12959FT	1099	snfg	extended	png
G12959FT	4444	snfg	extended	svg
G12961SE	2270	snfg	extended	png
G12961SE	10975	snfg	extended	svg
G12962XA	2030	snfg	extended	png
G12962XA	10868	snfg	extended	svg
G12964YF	2142	snfg	extended	png
G12964YF	9297	snfg	extended	svg
G12968JL	3983	snfg	extended	png
G12968JL	16388	snfg	extended	svg
G12969NX	936	snfg	extended	png
G12969NX	2612	snfg	extended	svg
G12969QE	1798	snfg	extended	png
G12969QE	10507	snfg	extended	svg
G12969XN	1771	snfg	extended	png
G12969XN	10996	snfg	extended	svg
G12971II	4697	snfg	extended	png
G12971II	22979	snfg	extended	svg
G12975QJ	2095	snfg	extended	png
G12975QJ	7643	snfg	extended	svg
G12976MZ	3892	snfg	extended	png
G12976MZ	19435	snfg	extended	svg
G12977AR	5567	snfg	extended	png
G12977AR	21625	snfg	extended	svg
G12978JL	1318	snfg	extended	png
G12978JL	7717	snfg	extended	svg
G12980HQ	2361	snfg	extended	png
G12980HQ	10935	snfg	extended	svg
G12984CP	1660	snfg	extended	png
G12984CP	5994	snfg	extended	svg
G12985EA	1950	snfg	extended	png
G12985EA	7637	snfg	extended	svg
G12985JK	3617	snfg	extended	png
G12985JK	16137	snfg	extended	svg
G12986GJ	4055	snfg	extended	png
G12986GJ	18275	snfg	extended	svg
G12986LA	1715	snfg	extended	png
G12986LA	7631	snfg	extended	svg
G12986NJ	4399	snfg	extended	png
G12986NJ	20969	snfg	extended	svg
G12989UM	2078	snfg	extended	png
G12989UM	14242	snfg	extended	svg
G12991XQ	4016	snfg	extended	png
G12991XQ	17299	snfg	extended	svg
G12992HX	1432	snfg	extended	png
G12992HX	6377	snfg	extended	svg
G12993CD	1115	snfg	extended	png
G12993CD	4190	snfg	extended	svg
G12996EM	5261	snfg	extended	png
G12996EM	21498	snfg	extended	svg
G12997IV	1632	snfg	extended	png
G12997IV	5937	snfg	extended	svg
G13002FS	1738	snfg	extended	png
G13002FS	7616	snfg	extended	svg
G13003UU	1120	snfg	extended	png
G13003UU	4248	snfg	extended	svg
G13006TG	4192	snfg	extended	png
G13006TG	23043	snfg	extended	svg
G13008EW	1491	snfg	extended	png
G13008EW	7588	snfg	extended	svg
G13009PB	4460	snfg	extended	png
G13009PB	22295	snfg	extended	svg
G13016DY	2075	snfg	extended	png
G13016DY	7520	snfg	extended	svg
G13018AD	3590	snfg	extended	png
G13018AD	20854	snfg	extended	svg
G13019VO	3152	snfg	extended	png
G13019VO	15988	snfg	extended	svg
G13021JJ	1719	snfg	extended	png
G13021JJ	4571	snfg	extended	svg
G13024ER	1261	snfg	extended	png
G13024ER	5951	snfg	extended	svg
G13024PC	1827	snfg	extended	png
G13024PC	7522	snfg	extended	svg
G13025HR	2652	snfg	extended	png
G13025HR	12674	snfg	extended	svg
G13025RH	2493	snfg	extended	png
G13025RH	9904	snfg	extended	svg
G13027RH	4590	snfg	extended	png
G13027RH	19324	snfg	extended	svg
G13029JS	1317	snfg	extended	png
G13029JS	5887	snfg	extended	svg
G13029ZY	1977	snfg	extended	png
G13029ZY	8033	snfg	extended	svg
G13031IW	2436	snfg	extended	png
G13031IW	10914	snfg	extended	svg
G13034JT	5731	snfg	extended	png
G13034JT	29593	snfg	extended	svg
G13034PC	2131	snfg	extended	png
G13034PC	9298	snfg	extended	svg
G13037JM	1894	snfg	extended	png
G13037JM	7700	snfg	extended	svg
G13038AO	4572	snfg	extended	png
G13038AO	21129	snfg	extended	svg
G13038XR	1839	snfg	extended	png
G13038XR	8018	snfg	extended	svg
G13039ZI	2341	snfg	extended	png
G13039ZI	8877	snfg	extended	svg
G13040AD	2914	snfg	extended	png
G13040AD	12591	snfg	extended	svg
G13041EF	1527	snfg	extended	png
G13041EF	6243	snfg	extended	svg
G13042VI	3382	snfg	extended	png
G13042VI	16091	snfg	extended	svg
G13045SZ	1941	snfg	extended	png
G13045SZ	5581	snfg	extended	svg
G13047GL	1497	snfg	extended	png
G13047GL	5990	snfg	extended	svg
G13047YT	2389	snfg	extended	png
G13047YT	9348	snfg	extended	svg
G13049QY	2463	snfg	extended	png
G13049QY	14394	snfg	extended	svg
G13051TW	2406	snfg	extended	png
G13051TW	14299	snfg	extended	svg
G13052PI	2822	snfg	extended	png
G13052PI	14292	snfg	extended	svg
G13054AU	3176	snfg	extended	png
G13054AU	15985	snfg	extended	svg
G13055JW	5783	snfg	extended	png
G13055JW	25842	snfg	extended	svg
G13058JI	1936	snfg	extended	png
G13058JI	10990	snfg	extended	svg
G13058MK	1639	snfg	extended	png
G13058MK	6597	snfg	extended	svg
G13059GA	2481	snfg	extended	png
G13059GA	10952	snfg	extended	svg
G13059VT	1589	snfg	extended	png
G13059VT	6067	snfg	extended	svg
G13064UV	4455	snfg	extended	png
G13064UV	22748	snfg	extended	svg
G13065CP	1818	snfg	extended	png
G13065CP	7561	snfg	extended	svg
G13066OA	1103	snfg	extended	png
G13066OA	4248	snfg	extended	svg
G13068CJ	2685	snfg	extended	png
G13068CJ	11337	snfg	extended	svg
G13074BX	3101	snfg	extended	png
G13074BX	14305	snfg	extended	svg
G13074YF	4276	snfg	extended	png
G13074YF	19368	snfg	extended	svg
G13075LE	1976	snfg	extended	png
G13075LE	8076	snfg	extended	svg
G13077RN	6519	snfg	extended	png
G13077RN	27869	snfg	extended	svg
G13077YB	2376	snfg	extended	png
G13077YB	8686	snfg	extended	svg
G13081KD	1495	snfg	extended	png
G13081KD	4566	snfg	extended	svg
G13083WY	5813	snfg	extended	png
G13083WY	24543	snfg	extended	svg
G13088HS	3980	snfg	extended	png
G13088HS	17810	snfg	extended	svg
G13089IH	2614	snfg	extended	png
G13089IH	14289	snfg	extended	svg
G13091NP	5094	snfg	extended	png
G13091NP	22753	snfg	extended	svg
G13095SJ	2068	snfg	extended	png
G13095SJ	9201	snfg	extended	svg
G13095WF	3983	snfg	extended	png
G13095WF	17713	snfg	extended	svg
G13099FN	2378	snfg	extended	png
G13099FN	9291	snfg	extended	svg
G13101AX	3917	snfg	extended	png
G13101AX	19351	snfg	extended	svg
G13101AZ	2546	snfg	extended	png
G13101AZ	12423	snfg	extended	svg
G13102EV	1534	snfg	extended	png
G13102EV	6243	snfg	extended	svg
G13103KE	2440	snfg	extended	png
G13103KE	12593	snfg	extended	svg
G13104VJ	2708	snfg	extended	png
G13104VJ	12571	snfg	extended	svg
G13110GC	2605	snfg	extended	png
G13110GC	10949	snfg	extended	svg
G13112FS	2430	snfg	extended	png
G13112FS	11900	snfg	extended	svg
G13113SB	2412	snfg	extended	png
G13113SB	14399	snfg	extended	svg
G13118WO	1308	snfg	extended	png
G13118WO	4093	snfg	extended	svg
G13121ZV	2914	snfg	extended	png
G13121ZV	12851	snfg	extended	svg
G13122AV	3652	snfg	extended	png
G13122AV	16373	snfg	extended	svg
G13123UI	3889	snfg	extended	png
G13123UI	19373	snfg	extended	svg
G13131FE	1103	snfg	extended	png
G13131FE	4308	snfg	extended	svg
G13131HA	1545	snfg	extended	png
G13131HA	6168	snfg	extended	svg
G13131NF	1292	snfg	extended	png
G13131NF	7649	snfg	extended	svg
G13133GZ	1992	snfg	extended	png
G13133GZ	10918	snfg	extended	svg
G13135UM	6793	snfg	extended	png
G13135UM	31195	snfg	extended	svg
G13140RC	2402	snfg	extended	png
G13140RC	9734	snfg	extended	svg
G13141ZF	1695	snfg	extended	png
G13141ZF	7527	snfg	extended	svg
G13144BT	6740	snfg	extended	png
G13144BT	31199	snfg	extended	svg
G13144LI	1062	snfg	extended	png
G13144LI	4446	snfg	extended	svg
G13145KO	1962	snfg	extended	png
G13145KO	10983	snfg	extended	svg
G13146JE	3914	snfg	extended	png
G13146JE	16310	snfg	extended	svg
G13148KV	1296	snfg	extended	png
G13148KV	5969	snfg	extended	svg
G13149LO	4973	snfg	extended	png
G13149LO	21219	snfg	extended	svg
G13149YI	2029	snfg	extended	png
G13149YI	12849	snfg	extended	svg
G13151XE	3498	snfg	extended	png
G13151XE	16070	snfg	extended	svg
G13156PQ	4852	snfg	extended	png
G13156PQ	21042	snfg	extended	svg
G13157WZ	1285	snfg	extended	png
G13157WZ	4666	snfg	extended	svg
G13159TN	2199	snfg	extended	png
G13159TN	7958	snfg	extended	svg
G13164IZ	1502	snfg	extended	png
G13164IZ	5968	snfg	extended	svg
G13165FV	6472	snfg	extended	png
G13165FV	31194	snfg	extended	svg
G13168FX	6011	snfg	extended	png
G13168FX	26268	snfg	extended	svg
G13168IS	2693	snfg	extended	png
G13168IS	10533	snfg	extended	svg
G13168NE	2269	snfg	extended	png
G13168NE	10928	snfg	extended	svg
G13169TO	1449	snfg	extended	png
G13169TO	7999	snfg	extended	svg
G13170EP	1643	snfg	extended	png
G13170EP	5993	snfg	extended	svg
G13173KH	4975	snfg	extended	png
G13173KH	18819	snfg	extended	svg
G13177TU	1730	snfg	extended	png
G13177TU	7616	snfg	extended	svg
G13178HT	3946	snfg	extended	png
G13178HT	19433	snfg	extended	svg
G13179DW	1590	snfg	extended	png
G13179DW	9236	snfg	extended	svg
G13179FD	1598	snfg	extended	png
G13179FD	10930	snfg	extended	svg
G13179UB	2357	snfg	extended	png
G13179UB	7464	snfg	extended	svg
G13181ZZ	3205	snfg	extended	png
G13181ZZ	12763	snfg	extended	svg
G13184AB	2409	snfg	extended	png
G13184AB	9717	snfg	extended	svg
G13185KN	3971	snfg	extended	png
G13185KN	19265	snfg	extended	svg
G13185SY	6299	snfg	extended	png
G13185SY	26595	snfg	extended	svg
G13186PZ	5109	snfg	extended	png
G13186PZ	26162	snfg	extended	svg
G13186TW	1897	snfg	extended	png
G13186TW	7619	snfg	extended	svg
G13187VC	2193	snfg	extended	png
G13187VC	11035	snfg	extended	svg
G13188BW	1968	snfg	extended	png
G13188BW	8110	snfg	extended	svg
G13188DE	4140	snfg	extended	png
G13188DE	19330	snfg	extended	svg
G13189BF	1428	snfg	extended	png
G13189BF	11115	snfg	extended	svg
G13191RB	1972	snfg	extended	png
G13191RB	7920	snfg	extended	svg
G13193DT	1083	snfg	extended	png
G13193DT	4442	snfg	extended	svg
G13193RR	1932	snfg	extended	png
G13193RR	9243	snfg	extended	svg
G13194NW	3783	snfg	extended	png
G13194NW	19724	snfg	extended	svg
G13195NY	4715	snfg	extended	png
G13195NY	17973	snfg	extended	svg
G13196IZ	3917	snfg	extended	png
G13196IZ	17498	snfg	extended	svg
G13196UL	2629	snfg	extended	png
G13196UL	10973	snfg	extended	svg
G13197FM	4622	snfg	extended	png
G13197FM	17992	snfg	extended	svg
G13201ES	1771	snfg	extended	png
G13201ES	7232	snfg	extended	svg
G13201UL	1469	snfg	extended	png
G13201UL	7583	snfg	extended	svg
G13204HV	4235	snfg	extended	png
G13204HV	17582	snfg	extended	svg
G13204NM	5545	snfg	extended	png
G13204NM	24535	snfg	extended	svg
G13205MF	2168	snfg	extended	png
G13205MF	10868	snfg	extended	svg
G13205UX	1757	snfg	extended	png
G13205UX	9345	snfg	extended	svg
G13206KH	6112	snfg	extended	png
G13206KH	24941	snfg	extended	svg
G13210XL	6785	snfg	extended	png
G13210XL	31195	snfg	extended	svg
G13213HD	6126	snfg	extended	png
G13213HD	27919	snfg	extended	svg
G13214IU	2263	snfg	extended	png
G13214IU	9213	snfg	extended	svg
G13215DO	2424	snfg	extended	png
G13215DO	12692	snfg	extended	svg
G13215FW	5505	snfg	extended	png
G13215FW	26132	snfg	extended	svg
G13222HZ	1387	snfg	extended	png
G13222HZ	5857	snfg	extended	svg
G13223JD	1590	snfg	extended	png
G13223JD	8018	snfg	extended	svg
G13224CR	2425	snfg	extended	png
G13224CR	10949	snfg	extended	svg
G13225GT	1402	snfg	extended	png
G13225GT	4815	snfg	extended	svg
G13225OZ	2121	snfg	extended	png
G13225OZ	9229	snfg	extended	svg
G13228CJ	2290	snfg	extended	png
G13228CJ	7306	snfg	extended	svg
G13228QB	2469	snfg	extended	png
G13228QB	11146	snfg	extended	svg
G13230RR	2205	snfg	extended	png
G13230RR	10949	snfg	extended	svg
G13231QF	4553	snfg	extended	png
G13231QF	21451	snfg	extended	svg
G13232MI	1281	snfg	extended	png
G13232MI	4306	snfg	extended	svg
G13233BL	2457	snfg	extended	png
G13233BL	10800	snfg	extended	svg
G13233UI	1175	snfg	extended	png
G13233UI	4425	snfg	extended	svg
G13235YD	5316	snfg	extended	png
G13235YD	24393	snfg	extended	svg
G13237OG	1284	snfg	extended	png
G13237OG	9402	snfg	extended	svg
G13238MZ	1937	snfg	extended	png
G13238MZ	7579	snfg	extended	svg
G13245FF	3758	snfg	extended	png
G13245FF	20906	snfg	extended	svg
G13248CW	2015	snfg	extended	png
G13248CW	8032	snfg	extended	svg
G13249MW	5464	snfg	extended	png
G13249MW	22584	snfg	extended	svg
G13251BI	3380	snfg	extended	png
G13251BI	15596	snfg	extended	svg
G13251WJ	2656	snfg	extended	png
G13251WJ	15777	snfg	extended	svg
G13257IK	3611	snfg	extended	png
G13257IK	17642	snfg	extended	svg
G13257ZV	1271	snfg	extended	png
G13257ZV	4306	snfg	extended	svg
G13258AZ	1565	snfg	extended	png
G13258AZ	8889	snfg	extended	svg
G13258LA	2546	snfg	extended	png
G13258LA	10989	snfg	extended	svg
G13260JU	2654	snfg	extended	png
G13260JU	10902	snfg	extended	svg
G13260WK	2922	snfg	extended	png
G13260WK	11306	snfg	extended	svg
G13267ZY	4127	snfg	extended	png
G13267ZY	17684	snfg	extended	svg
G13269KM	1739	snfg	extended	png
G13269KM	11043	snfg	extended	svg
G13269KZ	4333	snfg	extended	png
G13269KZ	21379	snfg	extended	svg
G13269QI	2968	snfg	extended	png
G13269QI	12586	snfg	extended	svg
G13270NH	3108	snfg	extended	png
G13270NH	12577	snfg	extended	svg
G13271BI	2005	snfg	extended	png
G13271BI	8316	snfg	extended	svg
G13278OU	2250	snfg	extended	png
G13278OU	10989	snfg	extended	svg
G13282WA	6939	snfg	extended	png
G13282WA	32964	snfg	extended	svg
G13287ZU	6117	snfg	extended	png
G13287ZU	26231	snfg	extended	svg
G13290KJ	3276	snfg	extended	png
G13290KJ	15947	snfg	extended	svg
G13290PV	5828	snfg	extended	png
G13290PV	27884	snfg	extended	svg
G13291XJ	5218	snfg	extended	png
G13291XJ	24461	snfg	extended	svg
G13292BE	3521	snfg	extended	png
G13292BE	16058	snfg	extended	svg
G13292XY	3193	snfg	extended	png
G13292XY	14301	snfg	extended	svg
G13294EW	2432	snfg	extended	png
G13294EW	12661	snfg	extended	svg
G13294OU	2904	snfg	extended	png
G13294OU	13012	snfg	extended	svg
G13294YV	1244	snfg	extended	png
G13294YV	4762	snfg	extended	svg
G13295LH	2267	snfg	extended	png
G13295LH	12859	snfg	extended	svg
G13300KJ	2494	snfg	extended	png
G13300KJ	8044	snfg	extended	svg
G13300LP	1975	snfg	extended	png
G13300LP	8137	snfg	extended	svg
G13301CZ	4074	snfg	extended	png
G13301CZ	23183	snfg	extended	svg
G13302FO	1120	snfg	extended	png
G13302FO	9102	snfg	extended	svg
G13305DT	1353	snfg	extended	png
G13305DT	5834	snfg	extended	svg
G13305NL	1635	snfg	extended	png
G13305NL	5797	snfg	extended	svg
G13305QJ	4812	snfg	extended	png
G13305QJ	24869	snfg	extended	svg
G13306RH	4884	snfg	extended	png
G13306RH	22763	snfg	extended	svg
G13307OA	1852	snfg	extended	png
G13307OA	7533	snfg	extended	svg
G13309OS	1428	snfg	extended	png
G13309OS	5508	snfg	extended	svg
G13312HH	2258	snfg	extended	png
G13312HH	12845	snfg	extended	svg
G13314IB	1606	snfg	extended	png
G13314IB	5886	snfg	extended	svg
G13315PB	1543	snfg	extended	png
G13315PB	6090	snfg	extended	svg
G13315PT	7373	snfg	extended	png
G13315PT	27760	snfg	extended	svg
G13316IW	2673	snfg	extended	png
G13316IW	12411	snfg	extended	svg
G13322RS	6425	snfg	extended	png
G13322RS	29539	snfg	extended	svg
G13324PD	1718	snfg	extended	png
G13324PD	4393	snfg	extended	svg
G13325UO	2976	snfg	extended	png
G13325UO	12455	snfg	extended	svg
G13327KS	1681	snfg	extended	png
G13327KS	6810	snfg	extended	svg
G13327LS	1257	snfg	extended	png
G13327LS	7712	snfg	extended	svg
G13331PD	3279	snfg	extended	png
G13331PD	14605	snfg	extended	svg
G13334HZ	1412	snfg	extended	png
G13334HZ	6217	snfg	extended	svg
G13335AQ	4661	snfg	extended	png
G13335AQ	23131	snfg	extended	svg
G13336JQ	1436	snfg	extended	png
G13336JQ	5712	snfg	extended	svg
G13336ZX	4685	snfg	extended	png
G13336ZX	19512	snfg	extended	svg
G13337DY	3572	snfg	extended	png
G13337DY	17856	snfg	extended	svg
G13338YP	1528	snfg	extended	png
G13338YP	7716	snfg	extended	svg
G13342FP	1102	snfg	extended	png
G13342FP	4248	snfg	extended	svg
G13343UZ	4185	snfg	extended	png
G13343UZ	21016	snfg	extended	svg
G13345HJ	3540	snfg	extended	png
G13345HJ	19385	snfg	extended	svg
G13346FI	2219	snfg	extended	png
G13346FI	17246	snfg	extended	svg
G13346MU	4287	snfg	extended	png
G13346MU	21040	snfg	extended	svg
G13346PK	2679	snfg	extended	png
G13346PK	15577	snfg	extended	svg
G13351FV	4021	snfg	extended	png
G13351FV	17905	snfg	extended	svg
G13355CI	1366	snfg	extended	png
G13355CI	5904	snfg	extended	svg
G13359IF	1477	snfg	extended	png
G13359IF	7582	snfg	extended	svg
G13359QL	1641	snfg	extended	png
G13359QL	8441	snfg	extended	svg
G13359TO	4170	snfg	extended	png
G13359TO	19391	snfg	extended	svg
G13362BC	2856	snfg	extended	png
G13362BC	17682	snfg	extended	svg
G13366MT	4598	snfg	extended	png
G13366MT	21035	snfg	extended	svg
G13366PY	4552	snfg	extended	png
G13366PY	21048	snfg	extended	svg
G13367QQ	1608	snfg	extended	png
G13367QQ	7657	snfg	extended	svg
G13368YT	2611	snfg	extended	png
G13368YT	9911	snfg	extended	svg
G13369WC	3150	snfg	extended	png
G13369WC	14402	snfg	extended	svg
G13370OX	4587	snfg	extended	png
G13370OX	20639	snfg	extended	svg
G13370YA	2105	snfg	extended	png
G13370YA	9129	snfg	extended	svg
G13372OD	1280	snfg	extended	png
G13372OD	5470	snfg	extended	svg
G13374TU	2039	snfg	extended	png
G13374TU	7588	snfg	extended	svg
G13375OB	1378	snfg	extended	png
G13375OB	5463	snfg	extended	svg
G13375XC	3037	snfg	extended	png
G13375XC	12601	snfg	extended	svg
G13380TW	2462	snfg	extended	png
G13380TW	12593	snfg	extended	svg
G13381VV	1437	snfg	extended	png
G13381VV	5970	snfg	extended	svg
G13382WY	10010	snfg	extended	png
G13382WY	61766	snfg	extended	svg
G13384BX	1536	snfg	extended	png
G13384BX	10430	snfg	extended	svg
G13384IX	1197	snfg	extended	png
G13384IX	6257	snfg	extended	svg
G13388HT	2088	snfg	extended	png
G13388HT	9272	snfg	extended	svg
G13393XR	1812	snfg	extended	png
G13393XR	7599	snfg	extended	svg
G13396EG	1705	snfg	extended	png
G13396EG	6207	snfg	extended	svg
G13397YQ	3579	snfg	extended	png
G13397YQ	17655	snfg	extended	svg
G13401SI	1798	snfg	extended	png
G13401SI	5994	snfg	extended	svg
G13407AB	2076	snfg	extended	png
G13407AB	9341	snfg	extended	svg
G13407SQ	1402	snfg	extended	png
G13407SQ	5905	snfg	extended	svg
G13411GM	3170	snfg	extended	png
G13411GM	15972	snfg	extended	svg
G13414PF	3121	snfg	extended	png
G13414PF	12943	snfg	extended	svg
G13415SY	2221	snfg	extended	png
G13415SY	7548	snfg	extended	svg
G13429VD	4685	snfg	extended	png
G13429VD	26563	snfg	extended	svg
G13429XC	2383	snfg	extended	png
G13429XC	9365	snfg	extended	svg
G13433DK	4376	snfg	extended	png
G13433DK	19384	snfg	extended	svg
G13436HZ	914	snfg	extended	png
G13436HZ	4407	snfg	extended	svg
G13437IP	3740	snfg	extended	png
G13437IP	19121	snfg	extended	svg
G13437SF	1386	snfg	extended	png
G13437SF	4243	snfg	extended	svg
G13439WS	3214	snfg	extended	png
G13439WS	15921	snfg	extended	svg
G13441AW	4967	snfg	extended	png
G13441AW	24466	snfg	extended	svg
G13441KG	5240	snfg	extended	png
G13441KG	22717	snfg	extended	svg
G13441RZ	4207	snfg	extended	png
G13441RZ	19346	snfg	extended	svg
G13441ZL	1557	snfg	extended	png
G13441ZL	5940	snfg	extended	svg
G13442BO	1914	snfg	extended	png
G13442BO	9157	snfg	extended	svg
G13444XN	3534	snfg	extended	png
G13444XN	15935	snfg	extended	svg
G13446OQ	3598	snfg	extended	png
G13446OQ	14884	snfg	extended	svg
G13450PJ	5753	snfg	extended	png
G13450PJ	23322	snfg	extended	svg
G13454LA	3876	snfg	extended	png
G13454LA	18149	snfg	extended	svg
G13454NG	1358	snfg	extended	png
G13454NG	12820	snfg	extended	svg
G13455RE	1616	snfg	extended	png
G13455RE	7656	snfg	extended	svg
G13456TU	1226	snfg	extended	png
G13456TU	6010	snfg	extended	svg
G13457UT	1923	snfg	extended	png
G13457UT	7572	snfg	extended	svg
G13458KB	1341	snfg	extended	png
G13458KB	5832	snfg	extended	svg
G13464FZ	1812	snfg	extended	png
G13464FZ	6954	snfg	extended	svg
G13466NP	1199	snfg	extended	png
G13466NP	5881	snfg	extended	svg
G13474TO	4878	snfg	extended	png
G13474TO	26334	snfg	extended	svg
G13477DY	1664	snfg	extended	png
G13477DY	7591	snfg	extended	svg
G13477HM	3983	snfg	extended	png
G13477HM	19581	snfg	extended	svg
G13477JY	1217	snfg	extended	png
G13477JY	6012	snfg	extended	svg
G13483MH	4885	snfg	extended	png
G13483MH	19469	snfg	extended	svg
G13483MW	2191	snfg	extended	png
G13483MW	9234	snfg	extended	svg
G13485QA	2342	snfg	extended	png
G13485QA	7972	snfg	extended	svg
G13485VB	4874	snfg	extended	png
G13485VB	19703	snfg	extended	svg
G13486LG	2298	snfg	extended	png
G13486LG	9870	snfg	extended	svg
G13492FY	1843	snfg	extended	png
G13492FY	7734	snfg	extended	svg
G13492NR	2547	snfg	extended	png
G13492NR	12847	snfg	extended	svg
G13493ET	2523	snfg	extended	png
G13493ET	10320	snfg	extended	svg
G13495RN	5517	snfg	extended	png
G13495RN	26060	snfg	extended	svg
G13495XB	5039	snfg	extended	png
G13495XB	19623	snfg	extended	svg
G13496BL	2000	snfg	extended	png
G13496BL	9242	snfg	extended	svg
G13496UJ	3634	snfg	extended	png
G13496UJ	17623	snfg	extended	svg
