GlyTouCanAccession	Relationship	RelatedAccession
G00814BW	SubsumedBy	G39908TT
G00814BW	Subsumes	G00227RN
G00814BW	Subsumes	G24432GW
G00814BW	Subsumes	G26940TT
G00814BW	Subsumes	G27399PB
G00814BW	Subsumes	G28688ZP
G00814BW	Subsumes	G69813CQ
G00814BW	Subsumes	G76812VG
G00814BW	Subsumes	G78885XB
G00814BW	Subsumes	G79026TT
G00814BW	Subsumes	G90667JK
G00814BW	Subsumes	G95997LR
G00824LK	SubsumedBy	G70677AG
G00824LK	Subsumes	G97820EY
G00826SV	SubsumedBy	G03889MY
G00826SV	SubsumedBy	G36293DS
G00826SV	SubsumedBy	G88340HP
G00828QE	SubsumedBy	G84452RH
G00828QE	SubsumedBy	G11369PF
G00828QE	Subsumes	G10254QG
G00828QE	Subsumes	G12764SQ
G00828QE	Subsumes	G21071II
G00828QE	Subsumes	G27992WA
G00828QE	Subsumes	G46207JN
G00828QE	Subsumes	G70994WA
G00828QE	Subsumes	G98240PY
G00830CM	SubsumedBy	G23024PQ
G00839XF	SubsumedBy	G56748LJ
G00839XF	SubsumedBy	G64162JC
G00839XF	Subsumes	G23149XD
G00842OY	SubsumedBy	G35952BG
G00845KS	SubsumedBy	G08536AN
G00845KS	SubsumedBy	G58516AF
G00850LT	SubsumedBy	G55192VG
G00850LT	SubsumedBy	G60458LX
G00850LT	SubsumedBy	G77964WB
G00851XQ	SubsumedBy	G97112CD
G00852WL	SubsumedBy	G42518JM
G00852WL	Subsumes	G11207RG
G00852WL	Subsumes	G41874XU
G00852WL	Subsumes	G55160XW
G00852WL	Subsumes	G76971GC
G00852WL	Subsumes	G90542UH
G00852WL	Subsumes	G92882RE
G00852XI	SubsumedBy	G03700LH
G00852XI	Subsumes	G83491LR
G00862WE	SubsumedBy	G76104FR
G00862WE	Subsumes	G34020II
G00862WE	Subsumes	G89607XO
G00864TV	SubsumedBy	G15715XI
G00864TV	SubsumedBy	G93429VJ
G00866EV	SubsumedBy	G63628AV
G00866EV	SubsumedBy	G46127DK
G00866EV	Subsumes	G85237WB
G00866EV	Subsumes	G88692PI
G00868ZN	SubsumedBy	G22340YC
G00868ZN	Subsumes	G30901GC
G00868ZN	Subsumes	G73560HZ
G00868ZN	Subsumes	G36191CD
G00868ZN	Subsumes	G64633BH
G00868ZT	SubsumedBy	G43837UW
G00868ZT	Subsumes	G79537QV
G00875VP	SubsumedBy	G38851IY
G00875VP	Subsumes	G01891JS
G00875VP	Subsumes	G08997GC
G00875VP	Subsumes	G10897DJ
G00875VP	Subsumes	G84648AY
G00876GU	SubsumedBy	G06833NJ
G00876GU	SubsumedBy	G42299NR
G00883DO	SubsumedBy	G23087XI
G00883DO	SubsumedBy	G57208CK
G00883ZT	SubsumedBy	G71720UK
G00883ZT	Subsumes	G86053IC
G00887EN	SubsumedBy	G66538GV
G00887EN	SubsumedBy	G74249RH
G00888JR	SubsumedBy	G32810TH
G00891GP	SubsumedBy	G04337AE
G00891MP	SubsumedBy	G07490EK
G00895OR	SubsumedBy	G46365DU
G00895OR	SubsumedBy	G79606ME
G00895OR	Subsumes	G90797SN
G00897BY	SubsumedBy	G69345JP
G00897BY	Subsumes	G16503YF
G00897BY	Subsumes	G65124UZ
G00897BY	Subsumes	G90439ZM
G00899CT	SubsumedBy	G83914PP
G00899CT	Subsumes	G94110MD
G00900AZ	SubsumedBy	G62110XZ
G00900AZ	Subsumes	G53190JD
G00901NZ	SubsumedBy	G89649RN
G00901NZ	Subsumes	G97840DJ
G00903RX	SubsumedBy	G56424ZD
G00909GK	SubsumedBy	G89878ZY
G00909GK	SubsumedBy	G93646CO
G00909PI	SubsumedBy	G83192FQ
G00909PI	SubsumedBy	G91130VE
G00910WD	SubsumedBy	G11346ER
G00912UN	SubsumedBy	G49174JP
G00912UN	Subsumes	G13140RC
G00912UN	Subsumes	G94649IC
G00912UN	Subsumes	G06981MP
G00912UN	Subsumes	G10058ZS
G00912UN	Subsumes	G43177PB
G00915DI	SubsumedBy	G40667SS
G00915DI	Subsumes	G69023SD
G00917AF	SubsumedBy	G15666IG
G00917AF	Subsumes	G07064QI
G00917AF	Subsumes	G22483TF
G00917AF	Subsumes	G57683CG
G00917AF	Subsumes	G78123CP
G00917AF	Subsumes	G84281ML
G00917AF	Subsumes	G90270UN
G00917AF	Subsumes	G94585EO
G00923KH	SubsumedBy	G64343VU
G00923KH	Subsumes	G23598DU
G00924FH	SubsumedBy	G67251TG
G00925PQ	SubsumedBy	G18970LV
G00926LC	SubsumedBy	G06223LU
G00926LC	SubsumedBy	G90335LR
G00926LC	Subsumes	G75355YV
G00927ER	Subsumes	G60858XH
G00936LV	SubsumedBy	G23268NB
G00936LV	SubsumedBy	G65533MH
G00936NZ	SubsumedBy	G27605KR
G00936NZ	SubsumedBy	G60423RL
G00936NZ	Subsumes	G50734FM
G00936NZ	Subsumes	G69453HC
G00940RO	SubsumedBy	G72918SZ
G00940RO	Subsumes	G58819SR
G00944OL	SubsumedBy	G00430ZK
G00944OL	SubsumedBy	G50824HV
G00945TF	SubsumedBy	G32216OS
G00945TF	SubsumedBy	G71187JK
G00945TF	Subsumes	G30796HW
G00950FJ	SubsumedBy	G79568CQ
G00950FJ	SubsumedBy	G88620WF
G00950FJ	Subsumes	G63194GH
G00951UF	SubsumedBy	G06446LG
G00951UF	SubsumedBy	G58955OJ
G00955WX	SubsumedBy	G06285KB
G00955WX	SubsumedBy	G37206AU
G00955WX	SubsumedBy	G71785HW
G00955WX	SubsumedBy	G95324TW
G00955WX	Subsumes	G46568MX
G00955WX	Subsumes	G49478NM
G00955WX	Subsumes	G55897OF
G00955WX	Subsumes	G73073LQ
G00955WX	Subsumes	G95236RL
G00966RI	SubsumedBy	G48800IV
G00966RI	Subsumes	G21679ID
G00969CV	SubsumedBy	G29880MM
G00969CV	SubsumedBy	G73451ZZ
G00969CV	Subsumes	G04715SK
G00969CV	Subsumes	G34355FL
G00969CV	Subsumes	G81982NW
G00970CP	SubsumedBy	G34092QJ
G00970CP	Subsumes	G03828AM
G00970CP	Subsumes	G47437DS
G00970CP	Subsumes	G49689OQ
G00970CP	Subsumes	G51647UX
G00970CP	Subsumes	G60673PW
G00970CP	Subsumes	G66066CB
G00970CP	Subsumes	G85301FR
G00970CP	Subsumes	G90505NQ
G00972DY	SubsumedBy	G56336WP
G00972DY	SubsumedBy	G88012QS
G00972DY	Subsumes	G48018RF
G00975ZH	SubsumedBy	G15531AF
G00975ZH	SubsumedBy	G84440DR
G00975ZH	Subsumes	G01566HQ
G00975ZH	Subsumes	G01713HS
G00975ZH	Subsumes	G59749IO
G00975ZH	Subsumes	G65484DP
G00975ZH	Subsumes	G80921PW
G00977CB	SubsumedBy	G14430JY
G00977CB	SubsumedBy	G77841OG
G00978GW	SubsumedBy	G55638XL
G00978TF	SubsumedBy	G26246KG
G00978TF	Subsumes	G86386QT
G00979XR	SubsumedBy	G51216AJ
G00982CE	SubsumedBy	G68582KT
G00982CE	Subsumes	G63065KG
G00982QD	SubsumedBy	G32365IM
G00982QD	Subsumes	G96417PJ
G00983HB	SubsumedBy	G31242JK
G00983HB	Subsumes	G46962CL
G00986YT	SubsumedBy	G23087XI
G00986YT	SubsumedBy	G88884NJ
G00987AB	SubsumedBy	G95141UV
G00987AB	Subsumes	G57063AY
G00987AB	Subsumes	G97373KA
G00992PS	SubsumedBy	G50871QA
G00992PS	SubsumedBy	G96227FY
G00992PS	Subsumes	G52570HD
G00994CC	SubsumedBy	G73918EY
G00994CC	Subsumes	G18619IO
G00994CC	Subsumes	G57522BR
G00994CC	Subsumes	G61055OQ
G00995HW	SubsumedBy	G72475NE
G00995HW	SubsumedBy	G91005GM
G00995HW	Subsumes	G30483FB
G00996DG	SubsumedBy	G30630UO
G00996DG	Subsumes	G84510SG
G00996DG	Subsumes	G06050YA
G00996YC	SubsumedBy	G70282JT
G00997UP	SubsumedBy	G15509XY
G00997UP	Subsumes	G22516UQ
G00997UP	Subsumes	G51500KY
G00998NI	SubsumedBy	G28176UJ
G00998NI	SubsumedBy	G09131WF
G00998NI	SubsumedBy	G48614JL
G00998NI	SubsumedBy	G69461KL
G00998NI	Subsumes	G78059CC
G01001RL	SubsumedBy	G24054GU
G01001RL	SubsumedBy	G55763ZI
G01010HI	SubsumedBy	G43415ON
G01010HI	SubsumedBy	G66768WN
G01010HI	Subsumes	G13065CP
G01010HI	Subsumes	G94845AQ
G01010HW	SubsumedBy	G41129YJ
G01028CW	SubsumedBy	G28165YP
G01028CW	Subsumes	G40994FC
G01028FJ	SubsumedBy	G19706CH
G01028FJ	Subsumes	G17490CY
G01028VL	SubsumedBy	G45347KF
G01028VL	Subsumes	G57944GC
G01031EZ	SubsumedBy	G13841GG
G01031EZ	Subsumes	G02646YL
G01031EZ	Subsumes	G46031NV
G01034MJ	SubsumedBy	G13580OP
G01034MJ	Subsumes	G40064GR
G01040ZV	SubsumedBy	G96738CW
G01040ZV	Subsumes	G70444FA
G01040ZV	Subsumes	G77076CV
G01044ZK	SubsumedBy	G11764PR
G01044ZK	Subsumes	G17465GV
G01044ZK	Subsumes	G67534CW
G01046SL	SubsumedBy	G47957HH
G01046SL	Subsumes	G36813CY
G01047YJ	Subsumes	G85758BW
G01055WR	SubsumedBy	G02332YO
G01055WR	Subsumes	G02252NT
G01055WR	Subsumes	G74556OQ
G01069AK	SubsumedBy	G11630WW
G01069CZ	Subsumes	G57748MK
G01077MO	SubsumedBy	G66708DB
G01077MO	Subsumes	G03196WF
G01079BO	SubsumedBy	G53667BL
G01079BO	Subsumes	G20965WY
G01079BO	Subsumes	G67143PG
G01079KY	SubsumedBy	G02263UX
G01087FD	SubsumedBy	G74930DK
G01087FD	Subsumes	G15037AY
G01087FD	Subsumes	G79889LU
G01100DE	SubsumedBy	G24006CZ
G01103GR	SubsumedBy	G22103MH
G01103GR	Subsumes	G25692BO
G01103GR	Subsumes	G53838GP
G01107YB	SubsumedBy	G90451ON
G01107YB	Subsumes	G52692IB
G01120GS	SubsumedBy	G79029VZ
G01128ZO	SubsumedBy	G17940GN
G01128ZO	SubsumedBy	G54488XE
G01128ZO	Subsumes	G95929CC
G01130QM	SubsumedBy	G48898AL
G01130QM	Subsumes	G49557EJ
G01130QM	Subsumes	G80664ZC
G01132FQ	SubsumedBy	G44474NS
G01132FQ	SubsumedBy	G67243SS
G01132PT	SubsumedBy	G06817XP
G01132PT	SubsumedBy	G98812FB
G01134UQ	SubsumedBy	G61065XW
G01134UQ	Subsumes	G42384GG
G01134UQ	Subsumes	G53951ZA
G01139KZ	SubsumedBy	G02497GP
G01139KZ	SubsumedBy	G76220DL
G01141WK	SubsumedBy	G21641ZY
G01141WK	SubsumedBy	G49173WV
G01148IL	SubsumedBy	G92139GU
G01155JM	SubsumedBy	G56427NJ
G01155JM	Subsumes	G73687QN
G01169EW	SubsumedBy	G77166ST
G01169EW	SubsumedBy	G98485VQ
G01169EW	Subsumes	G65597BI
G01174QS	SubsumedBy	G70687DG
G01174QS	Subsumes	G52498MU
G01174QS	Subsumes	G61086FK
G01174QS	Subsumes	G78602KL
G01178HS	SubsumedBy	G03627JT
G01178HS	SubsumedBy	G56688IB
G01178HS	Subsumes	G84712FF
G01178HS	Subsumes	G03951JJ
G01178HS	Subsumes	G09322OS
G01178HS	Subsumes	G34018EC
G01179OJ	SubsumedBy	G19275UG
G01179OJ	SubsumedBy	G66300WN
G01179OJ	Subsumes	G17330HJ
G01179OJ	Subsumes	G75057NM
G01180DW	SubsumedBy	G06443CT
G01180ZJ	SubsumedBy	G28327GI
G01180ZJ	Subsumes	G45116BB
G01180ZJ	Subsumes	G79345TW
G01181WH	SubsumedBy	G12679OE
G01181WH	Subsumes	G99969SS
G01182BO	SubsumedBy	G82930TB
G01182BO	SubsumedBy	G47270FQ
G01182BO	Subsumes	G83488LL
G01187XC	SubsumedBy	G22725MK
G01187XC	SubsumedBy	G39995KJ
G01187XC	Subsumes	G00051MO
G01187XC	Subsumes	G51591NI
G01188EJ	SubsumedBy	G12750SG
G01188EJ	Subsumes	G43476MN
G01190ZZ	SubsumedBy	G55913GS
G01190ZZ	Subsumes	G13149YI
G01190ZZ	Subsumes	G22830WV
G01190ZZ	Subsumes	G03408WE
G01190ZZ	Subsumes	G12126HG
G01190ZZ	Subsumes	G30011XT
G01190ZZ	Subsumes	G62028SP
G01190ZZ	Subsumes	G63402KD
G01190ZZ	Subsumes	G68584SZ
G01190ZZ	Subsumes	G76188VP
G01190ZZ	Subsumes	G78481KH
G01190ZZ	Subsumes	G88010YW
G01190ZZ	Subsumes	G88147IJ
G01190ZZ	Subsumes	G97536AL
G01196CV	SubsumedBy	G50871QA
G01196CV	SubsumedBy	G15411WZ
G01196CV	Subsumes	G11563PZ
G01196CV	Subsumes	G14491YH
G01196CV	Subsumes	G16083VK
G01196CV	Subsumes	G42828WZ
G01197SX	SubsumedBy	G16060FD
G01197SX	Subsumes	G72116MB
G01197SX	Subsumes	G92958IN
G01200BW	SubsumedBy	G31651JD
G01202UA	SubsumedBy	G51882FM
G01202UA	SubsumedBy	G71064EK
G01202UA	Subsumes	G06215DG
G01202UA	Subsumes	G18877VR
G01202UA	Subsumes	G71451NN
G01202UA	Subsumes	G93279TH
G01202UA	Subsumes	G97130PD
G01203BZ	SubsumedBy	G03766GQ
G01203BZ	SubsumedBy	G89570VS
G01203BZ	Subsumes	G65191ST
G01208GZ	SubsumedBy	G36122ZH
G01208GZ	Subsumes	G08194HH
G01208GZ	Subsumes	G17909DH
G01208GZ	Subsumes	G53485VW
G01208GZ	Subsumes	G54584ER
G01208GZ	Subsumes	G73775WR
G01216WS	SubsumedBy	G48522XQ
G01216WS	SubsumedBy	G63155AL
G01216WS	Subsumes	G06837EQ
G01220PX	SubsumedBy	G08262RI
G01221DA	SubsumedBy	G81058IB
G01223AA	SubsumedBy	G12746TT
G01223AA	SubsumedBy	G14567OB
G01223AA	SubsumedBy	G57626VE
G01223AA	Subsumes	G01613KN
G01223AA	Subsumes	G02122FK
G01223AA	Subsumes	G14015IL
G01223AA	Subsumes	G35402TO
G01231VF	SubsumedBy	G50599NT
G01231VF	Subsumes	G60496TU
G01232PN	SubsumedBy	G51640ZU
G01232PN	Subsumes	G66986MB
G01237HZ	SubsumedBy	G74709RD
G01243KR	SubsumedBy	G85393KI
G01244DB	SubsumedBy	G00598SQ
G01244DB	SubsumedBy	G12139OQ
G01244DB	SubsumedBy	G28763UO
G01245TU	SubsumedBy	G57478BW
G01245TU	SubsumedBy	G87541DN
G01254YI	SubsumedBy	G42613QM
G01254YI	Subsumes	G07082VU
G01254YI	Subsumes	G18128PI
G01254YI	Subsumes	G20264TJ
G01254YI	Subsumes	G29301RL
G01254YI	Subsumes	G72734AU
G01260KO	SubsumedBy	G90880MM
G01260KO	Subsumes	G61614JZ
G01260KW	SubsumedBy	G31022UW
G01260KW	Subsumes	G83220EJ
G01260KW	Subsumes	G91745FJ
G01260QV	SubsumedBy	G69667ML
G01260QV	SubsumedBy	G36350BL
G01260QV	Subsumes	G12378KS
G01260QV	Subsumes	G76924RW
G01260RY	SubsumedBy	G38540XA
G01260RY	SubsumedBy	G50119EM
G01260RY	Subsumes	G40821RK
G01268DU	SubsumedBy	G23623ST
G01268DU	Subsumes	G30159WR
G01269WV	SubsumedBy	G34674RX
G01269WV	Subsumes	G14633CL
G01281PQ	SubsumedBy	G72879DK
G01281PQ	Subsumes	G59577RA
G01282UD	SubsumedBy	G11061BV
G01282UD	Subsumes	G02562EQ
G01282UD	Subsumes	G35896AC
G01282UD	Subsumes	G70590VH
G01282UD	Subsumes	G80176YK
G01291QB	SubsumedBy	G60033FS
G01291QB	Subsumes	G53664NP
G01291QB	Subsumes	G79051IT
G01294HQ	SubsumedBy	G16957RM
G01294HQ	SubsumedBy	G07136UD
G01294HQ	Subsumes	G91126MW
G01296LJ	SubsumedBy	G96242HI
G01298WH	SubsumedBy	G13661VV
G01298WH	SubsumedBy	G66015KH
G01298WH	Subsumes	G62443PY
G01299ER	SubsumedBy	G50806EJ
G01299ER	SubsumedBy	G42976YN
G01299ER	Subsumes	G55693GF
G01300OI	SubsumedBy	G02631NI
G01300OI	SubsumedBy	G13054AU
G01300OI	SubsumedBy	G26578KR
G01300OI	SubsumedBy	G99873PN
G01302LF	SubsumedBy	G39753BR
G01302LF	Subsumes	G58473ZD
G01302YQ	SubsumedBy	G43846XE
G01302YQ	SubsumedBy	G44075GK
G01302YQ	Subsumes	G51356RB
G01302YQ	Subsumes	G72105RZ
G01303GF	SubsumedBy	G14551EO
G01303GF	Subsumes	G79717OY
G01303GF	Subsumes	G93275TB
G01304XG	SubsumedBy	G05744AS
G01304XG	Subsumes	G99858XP
G01308XT	SubsumedBy	G21897ZX
G01308XT	SubsumedBy	G46519JV
G01308XT	SubsumedBy	G50329HB
G01308XT	SubsumedBy	G73517CY
G01310VF	SubsumedBy	G79416RI
G01310VF	Subsumes	G95542JQ
G01316HN	SubsumedBy	G13179FD
G01316HN	SubsumedBy	G45333LE
G01323LL	SubsumedBy	G91068WN
G01323LL	Subsumes	G77384FE
G01325OU	SubsumedBy	G56270HP
G01329EH	SubsumedBy	G33340GX
G01329EH	Subsumes	G94888UJ
G01338AS	SubsumedBy	G39761RS
G01338AS	Subsumes	G26320VO
G01338AS	Subsumes	G56340GX
G01342FO	SubsumedBy	G51930XP
G01347XI	SubsumedBy	G94202MK
G01347XI	Subsumes	G55205ZV
G01351CD	SubsumedBy	G88274IU
G01351CD	Subsumes	G22852AR
G01351CD	Subsumes	G42797SX
G01351UQ	Subsumes	G42661YK
G01351UQ	Subsumes	G66271DA
G01354KL	SubsumedBy	G87489PB
G01354KL	SubsumedBy	G45661NA
G01354KL	SubsumedBy	G87519TU
G01356OG	SubsumedBy	G62082AD
G01356OG	Subsumes	G77419BI
G01356YS	SubsumedBy	G02653CW
G01356YS	Subsumes	G33344QB
G01356YS	Subsumes	G97710WA
G01357QI	SubsumedBy	G02649DA
G01357QI	Subsumes	G07719CD
G01357QI	Subsumes	G13831FZ
G01357QI	Subsumes	G36481QA
G01361CV	SubsumedBy	G16829EX
G01361CV	SubsumedBy	G18695SG
G01361CV	SubsumedBy	G45598BE
G01361CV	SubsumedBy	G50272UH
G01361CV	Subsumes	G11041DA
G01361JC	SubsumedBy	G21044EL
G01361JC	SubsumedBy	G97153YO
G01361JC	Subsumes	G26069FK
G01361SX	SubsumedBy	G98511QW
G01364WM	SubsumedBy	G00030MO
G01364WM	Subsumes	G56175ED
G01364WM	Subsumes	G84678BK
G01364ZC	SubsumedBy	G05862LB
G01366WY	SubsumedBy	G50933LF
G01367ZS	SubsumedBy	G08126QR
G01369KU	SubsumedBy	G32452JU
G01369KU	Subsumes	G17520FX
G01375NQ	SubsumedBy	G64343VU
G01375NQ	Subsumes	G78003VE
G01378OV	SubsumedBy	G84901UD
G01386NB	SubsumedBy	G94658OO
G01386NB	Subsumes	G08675PK
G01386NB	Subsumes	G13657KC
G01386NB	Subsumes	G15972DM
G01386NB	Subsumes	G80218BM
G01392LP	SubsumedBy	G48040OB
G01392LP	Subsumes	G21190YF
G01396FD	SubsumedBy	G53487IK
G01396FD	Subsumes	G33196NE
G01396FD	Subsumes	G66804IZ
G01406RR	SubsumedBy	G42823LH
G01406RR	SubsumedBy	G59600VW
G01406RR	Subsumes	G36701GV
G01410KF	SubsumedBy	G98058RD
G01410KF	Subsumes	G58706FM
G01414CL	SubsumedBy	G13563KX
G01414CL	SubsumedBy	G07982BU
G01414CL	SubsumedBy	G09244EU
G01414CL	SubsumedBy	G39856ST
G01414CL	Subsumes	G34838RM
G01416HI	SubsumedBy	G30710NE
G01416HI	SubsumedBy	G67200RM
G01416HI	Subsumes	G54499HR
G01416HI	Subsumes	G78436BB
G01416HI	Subsumes	G14119CE
G01416HI	Subsumes	G16612QG
G01417SR	SubsumedBy	G90613GA
G01424EN	SubsumedBy	G28722QH
G01424EN	SubsumedBy	G52675YR
G01437WY	SubsumedBy	G34596BP
G01437WY	SubsumedBy	G52173KV
G01440YK	SubsumedBy	G77569HB
G01440YK	Subsumes	G52921KE
G01443DG	SubsumedBy	G36987YJ
G01443DG	SubsumedBy	G88089PY
G01443DG	Subsumes	G81157IG
G01443DG	Subsumes	G89531JR
G01445XB	SubsumedBy	G42658PX
G01445XB	Subsumes	G41227XH
G01447WV	SubsumedBy	G39631KX
G01450RG	SubsumedBy	G01726AR
G01450RG	Subsumes	G41321IO
G01450UB	SubsumedBy	G79939YZ
G01450UB	Subsumes	G39810GC
G01450UB	Subsumes	G87489PB
G01450UB	Subsumes	G58848QS
G01451IZ	SubsumedBy	G90121IM
G01451IZ	Subsumes	G29669PX
G01453BU	SubsumedBy	G72279PA
G01453BU	Subsumes	G03644PT
G01453BU	Subsumes	G10581YA
G01453HD	SubsumedBy	G53664GU
G01453HD	SubsumedBy	G80648FL
G01453HD	Subsumes	G44288HI
G01455VM	SubsumedBy	G92180UW
G01455VM	Subsumes	G24794ZA
G01455VM	Subsumes	G81303NJ
G01457KB	SubsumedBy	G26099QT
G01461LF	SubsumedBy	G17843EV
G01461LF	Subsumes	G25492QP
G01461LF	Subsumes	G71204PH
G01464ES	SubsumedBy	G19121KH
G01464ES	Subsumes	G50755IT
G01465MJ	SubsumedBy	G50491MP
G01473WV	SubsumedBy	G67579AN
G01473WV	Subsumes	G47566FL
G01473WV	Subsumes	G86065DJ
G01476LL	SubsumedBy	G43375FB
G01476UF	SubsumedBy	G26713VG
G01476WA	SubsumedBy	G29214ZG
G01476WA	Subsumes	G82955EQ
G01480UG	SubsumedBy	G16316EY
G01480UG	SubsumedBy	G35789RG
G01480UG	Subsumes	G34566UU
G01489UZ	SubsumedBy	G78045JW
G01489UZ	SubsumedBy	G96342WK
G01489UZ	Subsumes	G18219CJ
G01494MP	Subsumes	G33135LR
G01506GC	SubsumedBy	G17965US
G01506GC	Subsumes	G20181YJ
G01506GC	Subsumes	G94085FI
G01511KB	SubsumedBy	G53405ON
G01511KB	Subsumes	G70332RR
G01513UO	SubsumedBy	G36286VW
G01513UO	SubsumedBy	G43847EM
G01513UO	Subsumes	G83659OC
G01514YB	SubsumedBy	G09449AA
G01514YB	SubsumedBy	G49555JQ
G01514YB	SubsumedBy	G37127GQ
G01514YB	Subsumes	G82622SS
G01520KE	SubsumedBy	G27624KL
G01520KE	Subsumes	G92155IO
G01521YU	SubsumedBy	G52801WH
G01525UQ	SubsumedBy	G89652IH
G01525UQ	Subsumes	G86414TE
G01527ZD	SubsumedBy	G31690TW
G01527ZD	Subsumes	G44474NS
G01527ZD	Subsumes	G67243SS
G01527ZD	Subsumes	G07221CJ
G01527ZD	Subsumes	G10677SQ
G01527ZD	Subsumes	G34083WZ
G01527ZD	Subsumes	G69859KT
G01527ZD	Subsumes	G75892XU
G01527ZD	Subsumes	G81136NM
G01527ZD	Subsumes	G81580TT
G01527ZD	Subsumes	G87294CV
G01527ZD	Subsumes	G96040ZJ
G01533PK	SubsumedBy	G48957JP
G01533PK	SubsumedBy	G74964VW
G01533PK	Subsumes	G87331DO
G01534TU	SubsumedBy	G78436BB
G01534TU	SubsumedBy	G05633TS
G01534TU	SubsumedBy	G14119CE
G01535VC	SubsumedBy	G30827KR
G01535VC	SubsumedBy	G83783DS
G01535VC	Subsumes	G35523WT
G01540PE	SubsumedBy	G90276LY
G01540PE	Subsumes	G31957VC
G01541BA	SubsumedBy	G49831IG
G01541ZK	Subsumes	G70880LT
G01542OM	SubsumedBy	G94945SV
G01542OM	Subsumes	G16590BZ
G01543QR	SubsumedBy	G41874XU
G01543QR	SubsumedBy	G92882RE
G01543ZX	SubsumedBy	G58848QS
G01543ZX	SubsumedBy	G22427ZK
G01543ZX	Subsumes	G10228OD
G01543ZX	Subsumes	G16150CJ
G01543ZX	Subsumes	G62765SF
G01544LX	SubsumedBy	G19275UG
G01544LX	SubsumedBy	G98877DP
G01544LX	Subsumes	G04983EU
G01544LX	Subsumes	G05976VO
G01544LX	Subsumes	G19677OB
G01544LX	Subsumes	G31331FO
G01544LX	Subsumes	G33969TN
G01544LX	Subsumes	G43697DU
G01544LX	Subsumes	G57176EL
G01544LX	Subsumes	G72428ZU
G01544LX	Subsumes	G74819JH
G01544LX	Subsumes	G96966LA
G01544LX	Subsumes	G98890AB
G01545QB	SubsumedBy	G44832DP
G01546PE	SubsumedBy	G17456TE
G01550VL	SubsumedBy	G75592IR
G01550VL	SubsumedBy	G20358QB
G01550VZ	Subsumes	G22500DB
G01555RW	SubsumedBy	G38769OU
G01555RW	Subsumes	G33340GX
G01555RW	Subsumes	G02187VY
G01555RW	Subsumes	G14245HF
G01555RW	Subsumes	G17403EL
G01555RW	Subsumes	G26430ZR
G01555RW	Subsumes	G32747TK
G01555RW	Subsumes	G48606LC
G01555RW	Subsumes	G50622EF
G01555RW	Subsumes	G73261LB
G01555RW	Subsumes	G86037OZ
G01556OR	SubsumedBy	G33147DG
G01556OR	Subsumes	G40945TN
G01556OR	Subsumes	G52807UK
G01563KC	SubsumedBy	G76855PV
G01563KC	Subsumes	G91561TB
G01566HQ	SubsumedBy	G00975ZH
G01566HQ	Subsumes	G02622IU
G01566HQ	Subsumes	G12012YB
G01573VB	SubsumedBy	G71839JL
G01573VB	Subsumes	G08944NZ
G01577DB	SubsumedBy	G47975LL
G01580PZ	SubsumedBy	G71821OL
G01580PZ	SubsumedBy	G89474SN
G01580PZ	Subsumes	G99991IU
G01584VI	SubsumedBy	G98975FF
G01584VI	Subsumes	G63978FG
G01587DQ	SubsumedBy	G15063TC
G01587DQ	Subsumes	G51941IR
G01587DQ	Subsumes	G79215ZS
G01590HD	SubsumedBy	G00644ZZ
G01595SM	SubsumedBy	G81807BK
G01595SM	SubsumedBy	G63974UB
G01595SM	Subsumes	G42466VF
G01599BJ	SubsumedBy	G79896GR
G01599KP	SubsumedBy	G45504EY
G01599KP	Subsumes	G96486IM
G01600VV	SubsumedBy	G12338DQ
G01600VV	SubsumedBy	G78951XL
G01600VV	Subsumes	G46409AI
G01600VV	Subsumes	G64276SW
G01602LO	SubsumedBy	G41019VI
G01604EO	Subsumes	G09495UG
G01604EO	Subsumes	G72058HE
G01605NF	Subsumes	G65225MN
G01606CH	SubsumedBy	G39309FI
G01606CH	SubsumedBy	G78073TA
G01606CH	Subsumes	G72011DH
G01607ZD	SubsumedBy	G72224IL
G01608SJ	SubsumedBy	G98130KM
G01608SJ	Subsumes	G08371QU
G01608SJ	Subsumes	G28449NP
G01608SJ	Subsumes	G74396ZF
G01608UX	SubsumedBy	G55560NP
G01608UX	SubsumedBy	G57540FR
G01608UX	Subsumes	G77674IK
G01612MY	SubsumedBy	G88499VE
G01612MY	Subsumes	G99664XK
G01613KN	SubsumedBy	G01223AA
G01613KN	SubsumedBy	G75023MF
G01613KN	SubsumedBy	G77244ZA
G01613KN	Subsumes	G31991IV
G01614ZM	SubsumedBy	G65191ST
G01614ZM	SubsumedBy	G35842UG
G01614ZM	SubsumedBy	G62274IX
G01614ZM	SubsumedBy	G63110FE
G01625GQ	SubsumedBy	G90746ZG
G01629YL	SubsumedBy	G77841OG
G01629YL	SubsumedBy	G61224OH
G01633XH	Subsumes	G84839EM
G01635ZC	SubsumedBy	G99741GR
G01643LM	SubsumedBy	G74542HC
G01650CJ	SubsumedBy	G46703EI
G01650CJ	SubsumedBy	G57200TE
G01650CJ	Subsumes	G44515AZ
G01650CJ	Subsumes	G66375VY
G01650EU	SubsumedBy	G60644BF
G01650EU	Subsumes	G11843JH
G01650EU	Subsumes	G23294PN
G01650EU	Subsumes	G31261NL
G01650EU	Subsumes	G31407SH
G01650EU	Subsumes	G43993LA
G01650PH	SubsumedBy	G19490AF
G01650PH	SubsumedBy	G29900GO
G01650PH	Subsumes	G00050MO
