GlyTouCanAccession	UniCarbKBID
G95460VT	comp_HexNAc6Hex9dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G95480OU	comp_HexNAc6Hex7dHex1NeuAc3NeuGc0Pent0S1P0KDN0HexA0
G95484XN	comp_HexNAc7Hex8dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G95575GS	7877
G95631GP	comp_HexNAc6Hex9dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G95660LN	4227
G95678HJ	G95678HJ
G95678HJ	comp_HexNAc6Hex7dHex1NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G95732YS	comp_HexNAc6Hex7dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G95825CM	comp_HexNAc1Hex0dHex0NeuAc0NeuGc0Pent0S1P0KDN0HexA2
G95835XS	G95835XS
G95835XS	comp_HexNAc5Hex4dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G95843QZ	comp_HexNAc7Hex7dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G95850XF	comp_HexNAc7Hex8dHex1NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G95861KV	3929
G95865ZB	G95865ZB
G95865ZB	comp_HexNAc3Hex4dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G95995BI	comp_HexNAc2Hex7dHex0NeuAc0NeuGc0Pent0S0P2KDN0HexA0
G96002QE	comp_HexNAc7Hex7dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G96038NV	comp_HexNAc6Hex4dHex0NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G96063MG	1141
G96063MG	G96063MG
G96091TT	G96091TT
G96095QD	7837
G96095QD	G96095QD
G96235ZC	comp_HexNAc5Hex4dHex1NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G96255ZG	comp_HexNAc9Hex6dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G96326PH	comp_HexNAc6Hex7dHex0NeuAc1NeuGc4Pent0S0P0KDN0HexA0
G96368MM	comp_HexNAc4Hex3dHex0NeuAc1NeuGc1Pent0S0P0KDN0HexA0
G96387BM	comp_HexNAc7Hex7dHex0NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G96430BV	comp_HexNAc8Hex3dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G96489SM	7941
G96503EZ	1975
G96536XO	7472
G96719MC	1997
G96782SU	comp_HexNAc6Hex7dHex1NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G96810TW	comp_HexNAc7Hex10dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G96921ZU	1527
G96970RU	comp_HexNAc1Hex3dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G96978GP	comp_HexNAc7Hex8dHex0NeuAc1NeuGc3Pent0S0P0KDN0HexA0
G97028UT	7412
G97155IS	comp_HexNAc7Hex7dHex0NeuAc0NeuGc4Pent0S0P0KDN0HexA0
G97169FL	comp_HexNAc6Hex7dHex3NeuAc4NeuGc0Pent0S0P0KDN0HexA0
G97181AA	comp_HexNAc7Hex7dHex2NeuAc5NeuGc0Pent0S0P0KDN0HexA0
G97205DE	comp_HexNAc2Hex4dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G97310KZ	comp_HexNAc8Hex8dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G97345NY	100
G97367IY	G97367IY
G97436TR	comp_HexNAc7Hex11dHex1NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G97459BD	7930
G97591GH	comp_HexNAc0Hex8dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G97712RV	comp_HexNAc10Hex11dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G97720QM	4035
G97746AV	comp_HexNAc6Hex4dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G97746VZ	comp_HexNAc3Hex6dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G97763JB	G97763JB
G97765TT	7672
G97828ZX	comp_HexNAc3Hex2dHex1NeuAc0NeuGc0Pent0S1P0KDN0HexA0
G97831CJ	5130
G97832IV	4237
G97904XR	comp_HexNAc7Hex7dHex4NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G97949VC	comp_HexNAc1Hex3dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G98129ME	comp_HexNAc11Hex11dHex2NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G98140IX	2905
G98140IX	G98140IX
G98157CW	G98157CW
G98208DX	comp_HexNAc7Hex5dHex0NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G98218GX	comp_HexNAc1Hex5dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G98385AL	comp_HexNAc7Hex7dHex3NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G98425JK	7409
G98455QP	7544
G98457BU	comp_HexNAc4Hex6dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G98535LH	4920
G98544EX	comp_HexNAc6Hex6dHex2NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G98553XA	comp_HexNAc2Hex4dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G98590PE	G98590PE
G98596OT	G98596OT
G98596OT	comp_HexNAc6Hex6dHex1NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G98601GY	comp_HexNAc6Hex7dHex1NeuAc2NeuGc0Pent0S2P0KDN0HexA0
G98611JV	G98611JV
G98611JV	comp_HexNAc5Hex5dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G98666DD	7751
G98725UL	G98725UL
G98896IU	comp_HexNAc1Hex1dHex1NeuAc1NeuGc0Pent0S0P0KDN0HexA0
G98956LI	7506
G99035PG	7575
G99137GH	G99137GH
G99196VL	comp_HexNAc3Hex2dHex0NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G99440FA	7949
G99531FX	comp_HexNAc9Hex7dHex4NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G99610EG	7415
G99618ZW	comp_HexNAc7Hex8dHex3NeuAc2NeuGc0Pent0S0P0KDN0HexA0
G99679NM	G99679NM
G99679NM	comp_HexNAc6Hex7dHex0NeuAc3NeuGc0Pent0S0P0KDN0HexA0
G99758GD	comp_HexNAc5Hex2dHex0NeuAc0NeuGc0Pent0S0P0KDN0HexA0
G99808VS	5165
G99858XP	G99858XP
G99897FQ	1315
G99902UR	comp_HexNAc8Hex10dHex0NeuAc0NeuGc2Pent0S0P0KDN0HexA0
G99952ON	7967
G99969SS	G99969SS
