GlyTouCanAccession	NativeFormula	PermethylatedFormula
G51193PG	C140H226N10O102	C202H350N10O102
G51195LR	C23H36O23S	C33H56O23S
G51195XO	C21H35NO14	C28H49NO14
G51197ZR	C34H56N2O25	C49H86N2O25
G51208GE	C88H142N8O62	C127H220N8O62
G51208JJ	C68H113NO55	C101H179NO55
G51209GW	C54H89N3O38	C76H133N3O38
G51210WZ	C40H66N2O28	C56H98N2O28
G51211FR	C82H135N5O57	C115H201N5O57
G51211PR	C45H71N3O34	C66H113N3O34
G51212OK	C74H122N4O55	C107H188N4O55
G51212WC	C14H23NO9	C19H33NO9
G51214CJ	C18H30O15	C27H48O15
G51216AJ	C56H92N4O40	C80H140N4O40
G51216JN	C14H23NO10	C20H35NO10
G51216ZQ	C81H128N6O60	C118H202N6O60
G51222TM	C58H95N5O40	C82H143N5O40
G51223FO	C59H96N4O42	C84H146N4O42
G51228YJ	C22H38N2O14	C31H56N2O14
G51229TU	C104H169N7O75	C149H259N7O75
G51229VG	C94H156N2O75	C139H246N2O75
G51231DL	C78H129N3O56	C110H193N3O56
G51234MH	C42H69N3O29	C59H103N3O29
G51238AG	C36H60O30	C54H96O30
G51239WU	C23H37NO18	C34H59NO18
G51240MJ	C132H215N9O96	C190H331N9O96
G51240VH	C62H102N4O44	C88H154N4O44
G51242ZX	C14H23NO13S	C19H33NO13S
G51243XN	C109H178N8O77	C155H270N8O77
G51244YW	C119H195N7O85	C169H295N7O85
G51247FZ	C40H66N2O31S	C55H96N2O31S
G51247NH	C26H43NO19	C37H65NO19
G51249NK	C26H43NO22S	C36H63NO22S
G51254VW	C30H50O25	C45H80O25
G51255RA	C125H205N7O89	C177H309N7O89
G51256CL	C18H30O15	C27H48O15
G51256ID	C6H10O5	C9H16O5
G51256JC	C92H145N7O68	C134H229N7O68
G51256LN	C80H133NO65	C119H211NO65
G51258UZ	C62H103NO50	C92H163NO50
G51259RH	C46H76N2O35	C67H118N2O35
G51263YR	C30H49N3O48S8	C40H69N3O48S8
G51264BB	C76H123N5O56	C110H191N5O56
G51264PM	C70H111N5O53	C103H177N5O53
G51265ES	C82H135N5O59	C117H205N5O59
G51266ML	C52H86N2O40	C76H134N2O40
G51267LV	C18H30O15	C27H48O15
G51268AV	C70H115N5O50	C100H175N5O50
G51270KS	C30H49N3O20	C42H73N3O20
G51271RR	C34H54N2O26	C50H86N2O26
G51274LI	C76H125N5O54	C108H189N5O54
G51275BQ	C48H79N3O34	C68H119N3O34
G51277KP	C113H185N7O83	C163H285N7O83
G51278BZ	C66H108N6O51S2	C91H158N6O51S2
G51283TR	C14H19NO17S2	C18H27NO17S2
G51285RQ	C30H50O23	C43H76O23
G51287LK	C62H102N4O43	C87H152N4O43
G51287TZ	C28H42N2O28S2	C38H62N2O28S2
G51290PR	C88H145N5O63	C125H219N5O63
G51291FK	C42H70O35	C63H112O35
G51294LX	C58H96N2O42	C82H144N2O42
G51299BB	C82H135N5O58	C116H203N5O58
G51299JY	C96H156N6O70	C138H240N6O70
G51299KC	C51H85N3O38	C75H133N3O38
G51299WN	C76H126N2O60	C112H198N2O60
G51302HQ	C48H81N3O35	C70H125N3O35
G51304WT	C25H39NO19	C35H59NO19
G51306SC	C88H142N8O62	C126H218N8O62
G51310HT	C26H43NO19	C37H65NO19
G51313BB	C68H112N4O49	C97H170N4O49
G51315KB	C72H118N6O49	C101H176N6O49
G51316WJ	C84H138N6O72S4	C116H202N6O72S4
G51318YG	C39H63N3O31S	C55H95N3O31S
G51319FX	C64H105N5O45	C91H159N5O45
G51324IF	C15H24O13	C23H40O13
G51324UL	C115H186N8O83	C165H286N8O83
G51331BY	C14H23NO10	C20H35NO10
G51331MT	C14H23NO10	C20H35NO10
G51333KM	C101H163N7O73	C145H251N7O73
G51333QH	C24H40O20	C36H64O20
G51333ZI	C110H181N7O80	C158H277N7O80
G51338PC	C24H40O20	C36H64O20
G51340HW	C48H79N3O33	C67H117N3O33
G51341NP	C28H42N2O22	C40H66N2O22
G51343UJ	C58H95N5O40	C82H143N5O40
G51347IO	C153H249N9O109	C217H377N9O109
G51347TG	C66H109N3O49	C95H167N3O49
G51347YJ	C34H56N2O24	C48H84N2O24
G51349BU	C54H89N3O38	C76H133N3O38
G51349EQ	C24H40O20	C36H64O20
G51350TW	C54H89N3O39	C77H135N3O39
G51352HP	C20H29NO17	C29H47NO17
G51352SH	C46H76N2O33	C65H114N2O33
G51353BD	C126H205N9O90	C180H313N9O90
G51356MD	C96H158N6O68	C136H238N6O68
G51357YX	C22H36N2O15	C31H54N2O15
G51358LW	C98H159N7O71	C141H245N7O71
G51358WW	C95H153N7O69	C137H237N7O69
G51359PF	C81H132N6O57	C115H200N6O57
G51359TV	C59H94N4O44	C86H148N4O44
G51359TW	C50H83NO40	C74H131NO40
G51362LM	C54H89N3O38	C76H133N3O38
G51367TM	C54H89N3O40	C78H137N3O40
G51369CD	C70H116N2O55	C103H182N2O55
G51370GD	C82H136N2O65	C121H214N2O65
G51371PH	C28H53N3O25P2	C45H87N3O25P2
G51371SK	C65H106N4O47	C93H162N4O47
G51375HH	C73H119N5O54	C106H185N5O54
G51376IN	C65H106N4O46	C92H160N4O46
G51378TN	C76H125N5O54	C108H189N5O54
G51378YV	C28H46N2O19	C39H68N2O19
G51379UR	C12H20O10	C18H32O10
G51381SX	C56H93NO45	C83H147NO45
G51384DR	C79H129N5O61S	C113H197N5O61S
G51386YT	C96H156N6O71	C139H242N6O71
G51390FN	C51H85N3O36	C73H129N3O36
G51391PY	C18H30O15	C27H48O15
G51393QH	C48H79N3O34	C68H119N3O34
G51394GL	C36H57N3O27	C53H91N3O27
G51396EF	C26H43NO23S	C37H65NO23S
G51402BN	C22H34N2O19S	C30H50N2O19S
G51402XK	C123H199N9O92S	C176H305N9O92S
G51402YN	C68H112N4O50	C98H172N4O50
G51403AG	C21H35NO14	C28H49NO14
G51411MW	C91H149N5O66	C130H227N5O66
G51412NQ	C112H185N5O81	C159H279N5O81
G51412PR	C58H96N2O42	C82H144N2O42
G51413EV	C91H149N5O65	C129H225N5O65
G51414AT	C94H155N5O68	C134H235N5O68
G51414ME	C42H71N3O29	C60H107N3O29
G51415HZ	C136H224N8O98	C194H340N8O98
G51418BY	C26H43NO20	C38H67NO20
G51419BH	C76H126N2O60	C112H198N2O60
G51421KN	C84H139N3O60	C118H207N3O60
G51422BS	C18H30O15	C27H48O15
G51429SM	C78H128N6O54	C110H192N6O54
G51434LA	C60H99N3O41	C83H145N3O41
G51434VR	C71H116N4O52	C102H178N4O52
G51438VG	C20H33NO15	C29H51NO15
G51439IM	C81H132N6O57	C115H200N6O57
G51442HM	C62H102N4O45	C89H156N4O45
G51442XD	C14H23NO10	C20H35NO10
G51444LH	C98H159N7O73	C143H249N7O73
G51444RO	C38H63NO29	C55H97NO29
G51445EM	C20H33NO15	C29H51NO15
G51448NK	C88H144N8O60	C124H216N8O60
G51449OW	C28H46N2O29S3	C37H64N2O29S3
G51452KY	C93H154N6O67	C134H236N6O67
G51456RN	C30H49N3O20	C42H73N3O20
G51457MV	C22H38N2O15	C32H58N2O15
G51458PP	C43H70N2O33	C63H110N2O33
G51461ZF	C71H118N4O52	C103H182N4O52
G51464JJ	C79H131N5O57	C114H201N5O57
G51465VH	C18H30O15	C27H48O15
G51467DA	C59H94N4O45	C87H150N4O45
G51468CN	C18H31O18P	C28H51O18P
G51468GL	C20H33NO14	C28H49NO14
G51471ON	C66H109N3O49	C95H167N3O49
G51472NP	C45H75N3O32	C65H115N3O32
G51472TJ	C82H135N5O60	C118H207N5O60
G51473GI	C84H140N6O72S4	C117H206N6O72S4
G51479IP	C115H186N8O83	C165H286N8O83
G51480BE	C25H40N2O18	C36H62N2O18
G51481JV	C31H50N2O23	C45H78N2O23
G51482CR	C14H23NO10	C20H35NO10
G51488KH	C112H184N8O77	C157H274N8O77
G51490BW	C56H92N4O39	C79H138N4O39
G51492BD	C94H153N5O71	C137H239N5O71
G51494PB	C145H233N11O106	C210H363N11O106
G51494QF	C11H18O9	C16H28O9
G51496DK	C129H209N9O93	C185H321N9O93
G51496RL	C62H103NO50	C92H163NO50
G51496XD	C12H20O9	C17H30O9
G51497BL	C112H182N8O80	C160H278N8O80
G51499DZ	C88H145N5O64	C126H221N5O64
G51499VL	C39H63N3O28	C56H97N3O28
G51500KF	C52H86N2O40	C76H134N2O40
G51500KY	C47H76N4O34	C68H118N4O34
G51500VV	C87H142N6O62	C124H216N6O62
G51502JK	C34H58N2O24	C49H88N2O24
G51505QX	C12H20O10	C18H32O10
G51506OS	C47H78N4O32	C67H118N4O32
G51508GQ	C68H112N4O49	C97H170N4O49
G51508HL	C51H85N3O37	C74H131N3O37
G51508PW	C17H27NO13	C25H43NO13
G51509AZ	C44H70N4O31	C63H108N4O31
G51509DE	C14H23NO9	C19H33NO9
G51509TH	C24H36N2O38S6	C32H52N2O38S6
G51510AV	C138H227N9O99	C197H345N9O99
G51510RE	C152H250N10O105	C213H372N10O105
G51511NW	C77H126N4O57	C111H194N4O57
G51512RL	C12H20O10	C18H32O10
G51513MG	C20H33NO14	C28H49NO14
G51514QQ	C59H94N4O46	C88H152N4O46
G51518AE	C25H40N2O18	C36H62N2O18
G51519NL	C82H135N5O59	C117H205N5O59
G51525PI	C14H23NO13S	C19H33NO13S
G51527NY	C76H125N5O54	C108H189N5O54
G51528GX	C86H141N7O60	C122H213N7O60
G51529OM	C23H34O20	C34H56O20
G51530ER	C90H146N6O66	C130H226N6O66
G51530FC	C23H37NO19	C35H61NO19
G51531AL	C30H51O28P	C46H83O28P
G51532VN	C135H219N9O96	C192H333N9O96
G51534DR	C50H82N4O35	C71H124N4O35
G51535NO	C6H10O4	C8H14O4
G51535UO	C34H56N2O27S	C47H82N2O27S
G51537NW	C70H115N5O50	C100H175N5O50
G51537QN	C82H135N5O65S2	C115H201N5O65S2
G51539FX	C116H190N10O80	C164H286N10O80
G51539NY	C12H20O10	C18H32O10
G51543CV	C58H96N2O45	C85H150N2O45
G51546IB	C45H74N2O33	C64H112N2O33
G51551FB	C57H93N3O44	C84H147N3O44
G51554PH	C68H112N4O48	C96H168N4O48
G51555PG	C12H21O13P	C19H35O13P
G51557QE	C54H89N3O38	C76H133N3O38
G51559XJ	C20H33NO14	C28H49NO14
G51562JI	C76H123N5O56	C110H191N5O56
G51562OR	C124H204N8O89	C177H310N8O89
G51566FN	C42H69N3O30	C60H105N3O30
G51566ND	C74H122N4O55	C107H188N4O55
G51567PI	C64H105N5O45	C91H159N5O45
G51572MS	C125H205N7O92	C180H315N7O92
G51573EY	C103H168N8O72	C146H254N8O72
G51575JE	C68H113NO55	C101H179NO55
G51577CQ	C96H160N6O70	C139H246N6O70
G51579YE	C65H106N4O47	C93H162N4O47
G51581WO	C39H65N3O31S	C56H99N3O31S
G51586BA	C60H99N3O43	C85H149N3O43
G51586EE	C64H103N5O46	C92H159N5O46
G51588IU	C157H255N11O113	C225H391N11O113
G51588OR	C48H79N3O33	C67H117N3O33
G51588RS	C108H175N9O76	C154H267N9O76
G51590AN	C85H139N5O61	C121H211N5O61
G51590MQ	C73H119N5O54	C106H185N5O54
G51591NI	C20H33NO14	C28H49NO14
G51601CL	C62H102N4O44	C88H154N4O44
G51601UI	C88H145N5O65	C127H223N5O65
G51602JA	C136H224N8O99	C195H342N8O99
G51604LR	C36H59N3O25	C51H89N3O25
G51607VF	C19H30N2O14	C28H48N2O14
G51609MF	C40H66N2O30	C58H102N2O30
G51611OR	C60H97N3O46	C88H153N3O46
G51613CP	C110H179N7O80	C158H275N7O80
G51614DB	C104H169N7O75	C149H259N7O75
G51615LM	C77H126N4O56	C110H192N4O56
G51615RF	C131H212N10O92	C186H322N10O92
G51618YV	C18H30O15	C27H48O15
G51619JI	C76H125N5O55	C109H191N5O55
G51621BI	C104H169N7O76	C150H261N7O76
G51623PN	C46H76N2O35	C67H118N2O35
G51624KI	C52H86N2O40	C76H134N2O40
G51626BS	C167H269N13O125	C245H425N13O125
G51632ZC	C117H189N9O83	C167H289N9O83
G51633NF	C78H129N3O56	C110H193N3O56
G51633YN	C26H43NO20	C38H67NO20
G51634LP	C146H236N10O105	C209H362N10O105
G51635TW	C94H153N5O70	C136H237N5O70
G51636DE	C70H117N5O50	C101H179N5O50
G51637RO	C168H272N12O121	C241H418N12O121
G51640CV	C54H89N3O39	C77H135N3O39
G51640FO	C78H128N6O54	C110H192N6O54
G51640UU	C77H125N7O56S	C108H187N7O56S
G51640ZU	C24H40O20	C36H64O20
G51643XA	C85H139N5O61	C121H211N5O61
G51644YP	C70H117N5O55S2	C98H173N5O55S2
G51646FM	C40H66N2O29	C57H100N2O29
G51647UX	C59H94N4O44	C86H148N4O44
G51649UG	C58H96N2O45	C85H150N2O45
G51650HN	C14H19NO11	C20H31NO11
G51651HX	C107H175N7O77	C153H267N7O77
G51652VT	C64H108N2O50	C95H170N2O50
G51653BI	C79H129N5O56	C112H195N5O56
G51654CO	C159H256N12O115	C229H396N12O115
G51654CU	C73H119N5O53	C105H183N5O53
G51657FI	C82H136N2O65	C121H214N2O65
G51659RQ	C84H136N6O62	C122H212N6O62
G51661GQ	C60H99N3O43	C85H149N3O43
G51662LG	C45H73N3O34	C66H115N3O34
G51663HG	C48H80O40	C72H128O40
G51665JN	C36H59N3O24	C50H87N3O24
G51666FY	C130H214N8O90	C182H318N8O90
G51670CS	C78H130N6O54	C111H196N6O54
G51671AS	C36H59N3O25	C51H89N3O25
G51672OH	C194H319N13O139	C277H485N13O139
G51677AC	C60H99N3O45	C87H153N3O45
G51677OC	C66H109N3O48	C94H165N3O48
G51678TA	C50H80N4O39S	C71H122N4O39S
G51679HI	C34H56N2O25	C49H86N2O25
G51688QT	C14H23NO9	C19H33NO9
G51688VK	C54H89N3O40	C78H137N3O40
G51694AX	C28H46N2O19	C39H68N2O19
G51695BV	C59H94N4O46	C88H152N4O46
G51696TL	C104H169N7O75	C149H259N7O75
G51699IR	C42H69N3O30	C60H105N3O30
G51699SI	C34H56N2O25	C49H86N2O25
G51699UE	C54H89N3O39	C77H135N3O39
G51703RY	C68H113NO55	C101H179NO55
G51705EB	C81H132N6O57	C115H200N6O57
G51706ER	C40H66N2O29	C57H100N2O29
G51707UA	C22H36N2O15	C31H54N2O15
G51709BA	C26H38N2O33S4	C35H56N2O33S4
G51709UX	C22H36N2O15	C31H54N2O15
G51710EF	C56H92N4O40	C80H140N4O40
G51710QD	C123H199N9O88	C176H305N9O88
G51712ZZ	C150H247N9O108	C214H375N9O108
G51713OS	C20H33NO14	C28H49NO14
G51716OQ	C94H156N8O65	C134H236N8O65
G51719TS	C38H63NO28	C54H95NO28
G51721SN	C89H145N7O65S	C125H217N7O65S
G51722JC	C76H126N2O60	C112H198N2O60
G51722JR	C39H63N3O31S	C55H95N3O31S
G51722UJ	C81H132N6O57	C115H200N6O57
G51723XH	C23H37NO18	C34H59NO18
G51725SG	C85H139N5O62	C122H213N5O62
G51726CK	C42H69N3O29	C59H103N3O29
G51727VL	C76H123N5O56	C110H191N5O56
G51739IA	C64H105N5O44	C90H157N5O44
G51743KG	C93H152N6O67	C133H232N6O67
G51744CI	C18H30O15	C27H48O15
G51744MD	C14H23NO10	C20H35NO10
G51747MD	C37H60N2O28	C54H94N2O28
G51747SV	C50H80N4O36	C72H124N4O36
G51749WW	C26H38N2O24S	C38H62N2O24S
G51750BS	C22H36N2O15	C31H54N2O15
G51751TX	C73H119N5O52	C104H181N5O52
G51756VB	C71H116N4O54	C104H182N4O54
G51756XU	C113H185N7O81	C161H281N7O81
G51758WG	C14H19NO20S3	C17H25NO20S3
G51758ZU	C76H125N5O55	C109H191N5O55
G51759SF	C79H129N5O58	C114H199N5O58
G51760WI	C26H38N2O33S4	C35H56N2O33S4
G51762MG	C42H70O35	C63H112O35
G51762ZD	C20H33NO14	C28H49NO14
G51766BE	C110H179N7O81	C159H277N7O81
G51766BM	C102H168N6O73	C145H254N6O73
G51766KQ	C133H218N8O98	C192H336N8O98
G51768ZH	C134H216N10O97	C193H334N10O97
G51771NH	C46H76N2O35	C67H118N2O35
G51773AH	C20H33NO17S	C27H47NO17S
G51774AT	C28H46N2O20	C40H70N2O20
G51775EG	C43H70N2O33	C63H110N2O33
G51777FE	C76H125N5O54	C108H189N5O54
G51778NN	C40H66N2O30	C58H102N2O30
G51778PT	C56H93NO45	C83H147NO45
G51778XS	C70H115N5O49	C99H173N5O49
G51783BY	C72H118N6O49	C101H176N6O49
G51784HB	C40H66N2O28	C56H98N2O28
G51784IH	C76H123N5O56	C110H191N5O56
G51785FW	C42H70O35	C63H112O35
G51789EV	C56H92N4O39	C79H138N4O39
G51793MY	C84H136N6O61	C121H210N6O61
G51794WV	C84H136N6O61	C121H210N6O61
G51795VM	C38H63NO30	C56H99NO30
G51799AX	C118H194N8O85	C169H296N8O85
G51799FA	C20H33NO15	C29H51NO15
G51806IG	C110H179N7O78	C156H271N7O78
G51807YF	C70H115N5O50	C100H175N5O50
G51809HE	C53H86N4O38	C76H132N4O38
G51809TM	C56H92N4O38	C78H136N4O38
G51810FM	C34H54N2O26	C50H86N2O26
G51811GK	C96H157N9O65	C135H235N9O65
G51813EW	C37H60N2O27	C53H92N2O27
G51815KB	C50H85NO46P2	C76H137NO46P2
G51817XM	C11H16O10	C16H26O10
G51818IV	C54H89N3O39	C77H135N3O39
G51820VK	C33H53N3O24	C48H83N3O24
G51822OV	C36H61N3O24	C51H91N3O24
G51823DN	C52H86N2O40	C76H134N2O40
G51823YA	C34H56N2O25	C49H86N2O25
G51824LS	C36H61N3O25	C52H93N3O25
G51824NF	C15H24O13	C23H40O13
G51827GO	C42H69N3O30	C60H105N3O30
G51828AY	C28H46N2O19	C39H68N2O19
G51828IE	C115H188N8O84	C166H290N8O84
G51836ED	C62H102N4O48S	C88H154N4O48S
G51840MR	C28H48N2O20	C41H74N2O20
G51842SQ	C42H69N3O33S	C59H103N3O33S
G51843IL	C64H107N5O44	C91H161N5O44
G51850NA	C76H125N5O54	C108H189N5O54
G51850PT	C132H215N9O95	C189H329N9O95
G51852HT	C19H31NO13	C26H45NO13
G51852RL	C43H70N2O32	C62H108N2O32
G51852UU	C42H63N3O33	C60H99N3O33
G51853FJ	C58H95N5O40	C82H143N5O40
G51853HW	C68H110N4O50	C98H170N4O50
G51855FV	C126H205N9O96S2	C178H309N9O96S2
G51855ZY	C58H96N2O42	C82H144N2O42
G51857BL	C81H132N6O57	C115H200N6O57
G51858NL	C84H138N6O60	C120H210N6O60
G51861DH	C58H97N5O40	C83H147N5O40
G51862BI	C54H91N3O37	C76H135N3O37
G51864LW	C77H126N4O57	C111H194N4O57
G51865IU	C18H30O15	C27H48O15
G51869OD	C36H60O30	C54H96O30
G51871KA	C30H50O25	C45H80O25
G51871PB	C20H33NO13	C27H47NO13
G51872EK	C58H96N2O45	C85H150N2O45
G51872XG	C63H95N3O61S3	C90H149N3O61S3
G51877RK	C48H81N3O33	C68H121N3O33
G51878LH	C85H141N5O61	C122H215N5O61
G51878NS	C37H55NO37S2	C52H85NO37S2
G51879PV	C96H158N6O67	C135H236N6O67
G51880YN	C87H144N6O62	C125H220N6O62
G51881BN	C45H73N3O33	C65H113N3O33
G51881PG	C56H94N4O46S2	C79H140N4O46S2
G51882FM	C78H128N6O54	C110H192N6O54
G51882OJ	C32H53NO25	C47H83NO25
G51883EC	C42H69N3O30	C60H105N3O30
G51884VA	C40H66N2O30	C58H102N2O30
G51885AW	C76H125N5O53	C107H187N5O53
G51890DD	C89H145N7O65S	C125H217N7O65S
G51890WS	C34H56N2O24	C48H84N2O24
G51891DI	C98H159N7O70	C140H243N7O70
G51891UT	C130H212N8O95	C187H326N8O95
G51891WI	C95H155N7O81S4	C133H231N7O81S4
G51894FQ	C58H96N2O42	C82H144N2O42
G51895WL	C58H96N2O44	C84H148N2O44
G51896IF	C86H142N4O61	C121H212N4O61
G51898HB	C48H78N6O30	C66H114N6O30
G51900FJ	C136H224N8O99	C195H342N8O99
G51902PD	C93H152N6O66	C132H230N6O66
G51904VW	C52H86N2O38	C74H130N2O38
G51908QJ	C94H155N5O67	C133H233N5O67
G51911JA	C45H73N3O32	C64H111N3O32
G51911KE	C97H159N5O71	C139H243N5O71
G51911LG	C36H61N3O24	C51H91N3O24
G51911XK	C28H46N2O19	C39H68N2O19
G51914CH	C70H113N5O50	C100H173N5O50
G51914HP	C45H73N3O33	C65H113N3O33
G51915EL	C82H135N5O58	C116H203N5O58
G51916LF	C60H99N3O45	C87H153N3O45
G51916PY	C52H86N2O40	C76H134N2O40
G51921JZ	C26H43NO19	C37H65NO19
G51921XC	C115H186N8O83	C165H286N8O83
G51923CR	C82H135N5O59	C117H205N5O59
G51923GM	C36H57N3O26	C52H89N3O26
G51924QO	C24H40O19	C39H70O19
G51926AT	C48H80O40	C72H128O40
G51929IB	C65H106N4O50S	C92H160N4O50S
G51930XP	C120H198N6O85	C169H296N6O85
G51931HC	C25H40N2O18	C36H62N2O18
G51932GA	C62H100N4O46	C90H156N4O46
G51934ND	C28H46N2O20	C40H70N2O20
G51934OD	C36H59N3O25	C51H89N3O25
G51935LW	C17H27NO16S	C24H41NO16S
G51940FK	C46H76N2O35	C67H118N2O35
G51940TQ	C130H212N8O97	C189H330N8O97
G51941GC	C115H186N8O83	C165H286N8O83
G51941IR	C110H179N7O80	C158H275N7O80
G51942GM	C46H76N2O34	C66H116N2O34
G51942VF	C20H33NO15	C29H51NO15
G51943SD	C26H43NO18	C36H63NO18
G51945PF	C34H56N2O25	C49H86N2O25
G51947OY	C48H79N3O33	C67H117N3O33
G51947SS	C70H115N5O50	C100H175N5O50
G51949TL	C134H216N10O97	C193H334N10O97
G51950UY	C130H212N8O95	C187H326N8O95
G51952VF	C74H122N4O55	C107H188N4O55
G51955KU	C79H129N5O57	C113H197N5O57
G51956RJ	C104H171N7O74	C148H259N7O74
G51957KZ	C34H56N2O24	C48H84N2O24
G51959JC	C70H115N5O50	C100H175N5O50
G51963NX	C36H59N3O24	C50H87N3O24
G51964GO	C30H50O25	C45H80O25
G51966MU	C26H43NO20	C38H67NO20
G51971QP	C93H152N6O67	C133H232N6O67
G51971TR	C74H121N7O50	C104H181N7O50
G51974BF	C26H43NO19	C37H65NO19
G51976BV	C18H30O15	C27H48O15
G51979RL	C52H86N2O38	C74H130N2O38
G51980DT	C144H235N9O103	C205H357N9O103
G51981DY	C40H68N2O34S2	C55H98N2O34S2
G51984GX	C24H39N3O15	C33H57N3O15
G51984HT	C90H150N6O64	C129H228N6O64
G51984QE	C70H111N5O53	C103H177N5O53
G51984UL	C81H132N6O60S	C114H198N6O60S
G51985OL	C57H94O47	C84H148O47
G51987NK	C76H126N2O60	C112H198N2O60
G51989XT	C39H63N3O29	C57H99N3O29
G51992CI	C50H82N4O35	C71H124N4O35
G51993LM	C45H71N3O34	C66H113N3O34
G51993UG	C14H23NO13S	C19H33NO13S
G51994GS	C136H226N8O99	C196H346N8O99
G51994JG	C60H101N3O42	C85H151N3O42
G51996FW	C31H49NO25	C45H77NO25
G52003QG	C88H145N5O63	C125H219N5O63
G52003SU	C28H46N2O20	C40H70N2O20
G52004GX	C73H119N5O52	C104H181N5O52
G52008RJ	C17H28O14	C25H44O14
G52011MU	C32H53NO24	C46H81NO24
G52012YH	C12H20O9	C17H30O9
G52013DU	C182H295N13O132	C262H455N13O132
G52013SF	C45H73N3O32	C64H111N3O32
G52014JR	C97H161N5O70	C139H245N5O70
G52017YB	C131H215N7O96	C188H329N7O96
G52021KR	C81H132N6O57	C115H200N6O57
G52025QG	C17H27NO13	C25H43NO13
G52026NB	C29H48N2O22	C44H78N2O22
G52029XN	C70H116N2O55	C103H182N2O55
G52030AX	C62H102N4O46S	C86H150N4O46S
G52032GO	C32H52N4O20	C44H76N4O20
G52034SY	C52H88N2O40	C77H138N2O40
G52035PY	C52H86N2O38	C74H130N2O38
G52035SO	C30H50O25	C45H80O25
G52038HJ	C23H37NO18	C34H59NO18
G52038JM	C76H125N5O54	C108H189N5O54
G52038OW	C11H18O9	C16H28O9
G52039RG	C80H133N7O54	C113H199N7O54
G52040ZU	C24H40O20	C36H64O20
G52042RO	C20H33NO18S	C28H49NO18S
G52045RC	C64H102N4O47	C91H156N4O47
G52046GM	C39H63N3O28	C56H97N3O28
G52051HO	C31H50N2O23	C45H78N2O23
G52052SO	C87H142N6O61	C123H214N6O61
G52056FF	C100H162N8O71	C143H248N8O71
G52056GN	C14H19NO14S	C19H29NO14S
G52056QL	C68H112N4O50	C98H172N4O50
G52060AP	C18H32O15	C28H52O15
G52060KC	C70H111N5O52	C102H175N5O52
G52064IJ	C56H92N4O40	C80H140N4O40
G52067GK	C42H70O35	C63H112O35
G52068VK	C28H46N2O20	C40H70N2O20
G52069SB	C68H112N4O49	C97H170N4O49
G52070NB	C50H82N4O34	C70H122N4O34
G52070SQ	C110H181N7O79	C157H275N7O79
G52070UO	C76H126N2O60	C112H198N2O60
G52071EY	C39H63N3O28	C56H97N3O28
G52077LR	C42H70O35	C63H112O35
G52078UK	C76H126N2O60	C112H198N2O60
G52080EW	C40H68N2O29	C58H104N2O29
G52080HX	C79H129N5O59	C115H201N5O59
G52080WL	C62H102N4O44	C88H154N4O44
G52080XN	C40H68N2O30	C59H106N2O30
G52092BL	C115H186N8O83	C165H286N8O83
G52093GM	C161H262N10O116	C230H400N10O116
G52095QZ	C59H96N4O42	C84H146N4O42
G52096TR	C70H116N2O54	C102H180N2O54
G52099OS	C107H175N7O77	C153H267N7O77
G52102FU	C20H33NO14	C28H49NO14
G52102YV	C42H69N3O30	C60H105N3O30
G52103JT	C87H142N6O64	C126H220N6O64
G52104IE	C72H118N6O55S2	C99H172N6O55S2
G52104WT	C58H96N2O45	C85H150N2O45
G52106FW	C96H158N6O69	C137H240N6O69
G52106PD	C22H34N2O16	C31H52N2O16
G52106VD	C70H113N5O50	C100H173N5O50
G52108KM	C82H135N5O58	C116H203N5O58
G52110HV	C36H59N3O25	C51H89N3O25
G52112MC	C82H135N5O58	C116H203N5O58
G52114WE	C113H185N7O82	C162H283N7O82
G52115YC	C53H87N3O38	C75H131N3O38
G52118BC	C65H108N4O48	C95H168N4O48
G52118EC	C92H152N4O67	C131H230N4O67
G52119IT	C125H204N10O87	C177H308N10O87
G52120GQ	C33H55N3O26S	C47H83N3O26S
G52120NK	C50H82N4O36	C73H128N4O36
G52121AE	C68H112N4O49	C97H170N4O49
G52122ZD	C90H146N6O66	C130H226N6O66
G52126AO	C22H34N2O16	C31H52N2O16
G52126RR	C98H159N7O71	C141H245N7O71
G52131KU	C102H166N6O74	C146H254N6O74
G52132CU	C42H69N3O29	C59H103N3O29
G52134DC	C72H119N3O52	C102H179N3O52
G52136DL	C53H87N3O38	C75H131N3O38
G52136KC	C73H119N5O53	C105H183N5O53
G52136RE	C64H105N5O45	C91H159N5O45
G52138BR	C45H75N3O32	C65H115N3O32
G52139HZ	C38H63NO28	C54H95NO28
G52139TP	C68H112N4O49	C97H170N4O49
G52139YU	C28H46N2O19	C39H68N2O19
G52144RR	C30H49N3O20	C42H73N3O20
G52146XU	C40H66N2O29	C57H100N2O29
G52148ET	C70H113N5O50	C100H173N5O50
G52150TA	C46H76N2O33	C65H114N2O33
G52153CS	C67H111N5O48	C97H171N5O48
G52153HP	C14H21NO17S2	C18H29NO17S2
G52154FO	C34H54N2O26	C50H86N2O26
G52160KJ	C66H109N3O48	C94H165N3O48
G52162PS	C73H119N5O51	C103H179N5O51
G52166GV	C52H86N2O40	C76H134N2O40
G52170FN	C56H93NO45	C83H147NO45
G52173KV	C41H68N4O28	C59H104N4O28
G52176KG	C66H109N3O47	C93H163N3O47
G52179QP	C24H39N3O15	C33H57N3O15
G52179YJ	C64H103N5O46	C92H159N5O46
