GlyTouCanAccession	GlyConnectAccession	GlyConnectAccessionType
G97840DJ	157	GlyConnectStructure
G97888YD	2266	GlyConnectStructure
G97923LO	967	GlyConnectStructure
G97947UQ	962	GlyConnectStructure
G97953NC	544	GlyConnectStructure
G97968CT	1087	GlyConnectComposition
G97968CT	1087	GlyConnectComposition
G97980DR	2855	GlyConnectStructure
G98007XA	1097	GlyConnectStructure
G98043YN	1283	GlyConnectStructure
G98048XD	1040	GlyConnectStructure
G98068RN	2506	GlyConnectStructure
G98117HW	2392	GlyConnectStructure
G98140IX	3348	GlyConnectStructure
G98159BN	3642	GlyConnectStructure
G98178JY	1587	GlyConnectStructure
G98205FV	974	GlyConnectStructure
G98236VK	480	GlyConnectStructure
G98259QP	864	GlyConnectComposition
G98259QP	864	GlyConnectComposition
G98271CD	549	GlyConnectStructure
G98335IX	2345	GlyConnectStructure
G98366ZJ	1197	GlyConnectStructure
G98419BR	1084	GlyConnectStructure
G98472XA	974	GlyConnectComposition
G98472XA	974	GlyConnectComposition
G98481KT	1576	GlyConnectStructure
G98481KT	5090	GlyConnectStructure
G98535LH	1340	GlyConnectStructure
G98540XI	2411	GlyConnectStructure
G98559XP	2606	GlyConnectStructure
G98568VG	2351	GlyConnectStructure
G98621JL	389	GlyConnectStructure
G98671GW	1765	GlyConnectStructure
G98689EK	496	GlyConnectStructure
G98690XB	300	GlyConnectStructure
G98719SR	1918	GlyConnectStructure
G98725UL	2932	GlyConnectStructure
G98748DG	475	GlyConnectComposition
G98748DG	475	GlyConnectComposition
G98846QS	608	GlyConnectComposition
G98846QS	608	GlyConnectComposition
G98873GM	637	GlyConnectStructure
G98906WL	1251	GlyConnectStructure
G98940EW	1525	GlyConnectStructure
G98940JV	2364	GlyConnectStructure
G99025FY	485	GlyConnectComposition
G99025FY	485	GlyConnectComposition
G99035ES	193	GlyConnectComposition
G99035ES	193	GlyConnectComposition
G99039KB	3586	GlyConnectStructure
G99074EO	1683	GlyConnectStructure
G99108NC	780	GlyConnectStructure
G99198RV	187	GlyConnectComposition
G99198RV	187	GlyConnectComposition
G99235VG	1095	GlyConnectStructure
G99236CU	171	GlyConnectStructure
G99236CU	1979	GlyConnectStructure
G99270OJ	3094	GlyConnectStructure
G99315PE	1745	GlyConnectStructure
G99342HD	10717	GlyConnectStructure
G99354MR	3533	GlyConnectStructure
G99356PZ	3136	GlyConnectStructure
G99370TQ	2320	GlyConnectStructure
G99372JL	2982	GlyConnectStructure
G99375FM	234	GlyConnectComposition
G99510WI	1368	GlyConnectStructure
G99518NJ	221	GlyConnectStructure
G99556PB	2655	GlyConnectStructure
G99603GB	2185	GlyConnectStructure
G99627GJ	2763	GlyConnectStructure
G99683ND	3196	GlyConnectStructure
G99770NO	1455	GlyConnectStructure
G99808VS	784	GlyConnectStructure
G99858XP	1642	GlyConnectStructure
G99866WK	1277	GlyConnectStructure
G99866WK	2318	GlyConnectStructure
G99897FQ	2760	GlyConnectStructure
G99966GV	483	GlyConnectComposition
G99966GV	483	GlyConnectComposition
G99969SS	1308	GlyConnectStructure
